Num_expediente,Tipo_accidente
2015S002839,Colisión fronto-lateral
2015S009482,Colisión fronto-lateral
2015S005900,Colisión fronto-lateral
2015S002948,Atropello
2015S001728,Colisión lateral
2015S007427,Alcance
2015S000896,Alcance
2015S009703,Colisión fronto-lateral
2015S002386,Alcance
2015S001232,Caída interior vehículo
2015S009407,Colisión lateral
2015S007989,Atropello
2015S000751,Colisión fronto-lateral
2015S004315,Colisión lateral
2015S001368,Alcance
2015S001070,Alcance
2015S006940,Colisión fronto-lateral
2015S002553,Colisión fronto-lateral
2015S007477,Alcance
2015S000533,Atropello
2015S006753,Colisión lateral
2015S001460,Colisión lateral
2015S005136,Atropello
2015S004145,Alcance
2015S002130,Atropello
2015S000882,Atropello
2015S000365,Alcance
2015S007664,Colisión lateral
2015S002094,Colisión fronto-lateral
2015S008714,Atropello
2015S009698,Atropello
2015S009776,Caída interior vehículo
2015S000986,Atropello
2015S002669,Otros
2015S002162,Colisión fronto-lateral
2015S001982,Colisión lateral
2015S006313,Alcance
2015S007594,Atropello
2015S005244,Caída (dos ruedas)
2015S001564,Atropello
2015S003481,Colisión lateral
2015S003593,Atropello
2015S009761,Atropello
2015S001351,Atropello
2015S004739,Colisión lateral
2015S004692,Colisión lateral
2015S000932,Alcance
2015S009259,Choque contra elemento estático
2015S002257,Alcance
2015S005684,Colisión lateral
2015S004031,Alcance
2015S002973,Choque contra elemento estático
2015S009614,Alcance multiple
2015S005204,Alcance
2015S003610,Choque contra elemento estático
2015S003610,Colisión lateral
2015S003493,Colisión lateral
2015S001411,Caída (dos ruedas)
2015S003434,Caída (dos ruedas)
2015S004490,Caída interior vehículo
2015S008270,Choque contra elemento estático
2015S002906,Colisión frontal
2015S002469,Colisión lateral
2015S006900,Colisión lateral
2015S007508,Choque contra elemento estático
2015S009398,Colisión fronto-lateral
2015S001024,Colisión frontal
2015S004302,Colisión fronto-lateral
2015S007596,Colisión lateral
2015S009721,Colisión lateral
2015S002878,Alcance
2015S005510,Colisión fronto-lateral
2015S001772,Caída (dos ruedas)
2015S006322,Atropello
2015S002952,Alcance
2015S007094,Colisión fronto-lateral
2015S005395,Atropello
2015S001185,Caída (dos ruedas)
2015S009583,Alcance
2015S001972,Choque contra elemento estático
2015S002740,Alcance multiple
2015S004164,Alcance
2015S001811,Alcance multiple
2015S001900,Colisión frontal
2015S000296,Alcance multiple
2015S003305,Colisión lateral
2015S007760,Alcance multiple
2015S007829,Alcance multiple
2015S008540,Caída (dos ruedas)
2015S008483,Alcance
2015S002117,Alcance
2015S005680,Atropello
2015S004221,Alcance
2015S007982,Colisión lateral
2015S008872,Colisión lateral
2015S002012,Colisión lateral
2015S006527,Colisión fronto-lateral
2015S006328,Colisión lateral
2015S003226,Colisión fronto-lateral
2015S009080,Alcance
2015S004908,Alcance
2015S001304,Alcance
2015S001520,Alcance
2015S009994,Atropello
2015S007054,Atropello
2015S001301,Colisión frontal
2015S005970,Alcance
2015S004787,Alcance
2015S009331,Alcance
2015S007995,Alcance
2015S003581,Colisión lateral
2015S002263,Colisión lateral
2015S002175,Alcance
2015S003935,Colisión fronto-lateral
2015S008068,Alcance
2015S001613,Colisión lateral
2015S002732,Atropello
2015S005925,Colisión fronto-lateral
2015S006826,Caída (dos ruedas)
2015S004714,Colisión fronto-lateral
2015S004576,Alcance
2015S003026,Alcance
2015S002867,Caída interior vehículo
2015S006953,Alcance
2015S000889,Colisión fronto-lateral
2015S001567,Alcance
2015S008428,Alcance
2015S004400,Alcance multiple
2015S007511,Colisión lateral
2015S007634,Caída (dos ruedas)
2015S006634,Colisión lateral
2015S002448,Caída (dos ruedas)
2015S001680,Alcance
2015S003165,Alcance
2015S002419,Atropello
2015S003346,Colisión lateral
2015S001591,Colisión lateral
2015S005010,Colisión fronto-lateral
2015S006021,Caída (dos ruedas)
2015S003685,Colisión fronto-lateral
2015S003367,Colisión fronto-lateral
2015S009869,Atropello
2015S002628,Alcance
2015S009696,Otros
2015S000929,Alcance multiple
2015S009459,Colisión lateral
2015S001681,Caída (dos ruedas)
2015S007524,Atropello
2015S003952,Atropello
2015S003253,Colisión fronto-lateral
2015S007815,Colisión fronto-lateral
2015S007600,Colisión fronto-lateral
2015S008721,Colisión fronto-lateral
2015S005516,Colisión fronto-lateral
2015S000140,Atropello
2015S000252,Caída (dos ruedas)
2015S006936,Alcance
2015S001910,Alcance
2015S002250,Alcance
2015S007026,Alcance
2015S004525,Caída (dos ruedas)
2015S006097,Colisión lateral
2015S006359,Colisión lateral
2015S009065,Alcance multiple
2015S002229,Caída (dos ruedas)
2015S001074,Colisión fronto-lateral
2015S005699,Colisión fronto-lateral
2015S008394,Colisión fronto-lateral
2015S007343,Alcance
2015S000936,Colisión fronto-lateral
2015S002200,Atropello
2015S007607,Colisión lateral
2015S007740,Alcance
2015S006104,Choque contra elemento estático
2015S002931,Colisión lateral
2015S002951,Atropello
2015S000125,Colisión lateral
2015S006251,Caída (dos ruedas)
2015S009555,Caída interior vehículo
2015S008548,Alcance
2015S003987,Colisión fronto-lateral
2015S008629,Colisión fronto-lateral
2015S008149,Colisión fronto-lateral
2015S008136,Colisión fronto-lateral
2015S006240,Atropello
2015S006326,Colisión fronto-lateral
2015S002935,Atropello
2015S007453,Colisión lateral
2015S003009,Colisión fronto-lateral
2015S005803,Caída (dos ruedas)
2015S000993,Colisión lateral
2015S003406,Alcance
2015S005489,Atropello
2015S006349,Otros
2015S007523,Atropello
2015S009324,Atropello
2015S001348,Colisión fronto-lateral
2015S006618,Choque contra elemento estático
2015S004922,Colisión fronto-lateral
2015S006663,Caída (dos ruedas)
2015S003142,Alcance
2015S004880,Choque contra elemento estático
2015S005082,Atropello
2015S007522,Atropello
2015S002458,Choque contra elemento estático
2015S002436,Alcance
2015S008948,Alcance
2015S000683,Colisión fronto-lateral
2015S009511,Choque contra elemento estático
2015S000492,Caída (dos ruedas)
2015S008557,Otros
2015S007309,Colisión lateral
2015S004247,Alcance
2015S006077,Alcance
2015S006971,Colisión fronto-lateral
2015S006159,Alcance multiple
2015S008286,Alcance
2015S007221,Choque contra elemento estático
2015S006475,Alcance
2015S006258,Alcance
2015S004148,Colisión lateral
2015S006263,Alcance
2015S003974,Caída (dos ruedas)
2015S001322,Colisión fronto-lateral
2015S000594,Atropello
2015S008997,Otros
2015S002613,Colisión fronto-lateral
2015S004261,Colisión lateral
2015S008678,Colisión lateral
2015S006821,Colisión lateral
2015S000416,Caída (dos ruedas)
2015S004497,Colisión lateral
2015S007222,Alcance
2015S006024,Colisión lateral
2015S005280,Colisión fronto-lateral
2015S006907,Atropello
2015S008694,Colisión lateral
2015S002741,Alcance
2015S007197,Colisión fronto-lateral
2015S000575,Atropello
2015S009197,Colisión lateral
2015S004565,Caída interior vehículo
2015S009110,Otros
2015S008478,Otros
2015S007519,Colisión lateral
2015S001854,Caída (dos ruedas)
2015S003856,Atropello
2015S000652,Colisión lateral
2015S002858,Colisión lateral
2015S000165,Colisión fronto-lateral
2015S002707,Choque contra elemento estático
2015S008555,Alcance
2015S002159,Alcance
2015S003816,Caída (dos ruedas)
2015S006397,Alcance
2015S008474,Alcance
2015S003749,Alcance multiple
2015S006030,Colisión lateral
2015S009229,Alcance multiple
2015S007579,Alcance
2015S000227,Alcance
2015S008842,Colisión fronto-lateral
2015S005692,Atropello
2015S008698,Alcance
2015S004718,Alcance
2015S007018,Alcance
2015S008008,Colisión fronto-lateral
2015S002785,Colisión lateral
2015S005459,Colisión fronto-lateral
2015S003477,Alcance
2015S002568,Alcance
2015S000082,Colisión fronto-lateral
2015S004179,Alcance
2015S000525,Colisión fronto-lateral
2015S002831,Alcance
2015S002028,Colisión fronto-lateral
2015S002188,Colisión fronto-lateral
2015S006582,Colisión fronto-lateral
2015S008598,Alcance
2015S003188,Choque contra elemento estático
2015S008500,Alcance
2015S005335,Otros
2015S003945,Colisión fronto-lateral
2015S004630,Colisión fronto-lateral
2015S002989,Alcance multiple
2015S007518,Caída interior vehículo
2015S002881,Alcance
2015S002105,Colisión fronto-lateral
2015S006651,Colisión frontal
2015S001088,Alcance
2015S006276,Colisión fronto-lateral
2015S005323,Caída (dos ruedas)
2015S003967,Colisión lateral
2015S008539,Alcance
2015S009866,Colisión lateral
2015S004227,Colisión fronto-lateral
2015S006400,Otros
2015S004287,Choque contra elemento estático
2015S000545,Atropello
2015S007084,Atropello
2015S007385,Alcance
2015S003358,Atropello
2015S004865,Caída (dos ruedas)
2015S007290,Alcance
2015S006792,Caída interior vehículo
2015S003877,Choque contra elemento estático
2015S008409,Colisión frontal
2015S006056,Colisión fronto-lateral
2015S007073,Colisión lateral
2015S005670,Caída (dos ruedas)
2015S000695,Caída (dos ruedas)
2015S008865,Atropello
2015S003589,Colisión fronto-lateral
2015S004155,Colisión fronto-lateral
2015S001758,Atropello
2015S000699,Alcance
2015S001699,Otros
2015S002062,Choque contra elemento estático
2015S003499,Colisión fronto-lateral
2015S007293,Atropello
2015S001458,Caída (dos ruedas)
2015S001532,Alcance
2015S005520,Otros
2015S002070,Atropello
2015S000156,Caída (dos ruedas)
2015S002315,Otros
2015S005609,Colisión fronto-lateral
2015S005423,Choque contra elemento estático
2015S009158,Colisión fronto-lateral
2015S009506,Colisión lateral
2015S003324,Colisión fronto-lateral
2015S000121,Alcance
2015S009448,Alcance
2015S008651,Caída (dos ruedas)
2015S003828,Colisión fronto-lateral
2015S003258,Colisión fronto-lateral
2015S008611,Caída (dos ruedas)
2015S009619,Alcance
2015S002654,Alcance
2015S009192,Alcance
2015S004127,Colisión lateral
2015S002500,Colisión lateral
2015S004988,Choque contra elemento estático
2015S000946,Caída (dos ruedas)
2015S000540,Colisión lateral
2015S001622,Colisión fronto-lateral
2015S008097,Colisión lateral
2015S003682,Atropello
2015S005356,Colisión lateral
2015S007526,Colisión fronto-lateral
2015S008292,Alcance
2015S003173,Colisión lateral
2015S003676,Colisión lateral
2015S005744,Colisión fronto-lateral
2015S001630,Choque contra elemento estático
2015S009125,Colisión fronto-lateral
2015S001834,Colisión fronto-lateral
2015S005990,Colisión fronto-lateral
2015S008340,Choque contra elemento estático
2015S007996,Choque contra elemento estático
2015S008920,Alcance multiple
2015S003820,Colisión fronto-lateral
2015S004520,Alcance
2015S000855,Alcance
2015S008006,Choque contra elemento estático
2015S000612,Colisión fronto-lateral
2015S003621,Colisión lateral
2015S003964,Atropello
2015S006003,Otros
2015S003259,Alcance
2015S004137,Alcance
2015S002153,Alcance
2015S004941,Choque contra elemento estático
2015S008929,Colisión fronto-lateral
2015S009285,Alcance
2015S005528,Otros
2015S005696,Colisión lateral
2015S008733,Colisión fronto-lateral
2015S007040,Colisión fronto-lateral
2015S001959,Colisión fronto-lateral
2015S009348,Colisión fronto-lateral
2015S001248,Colisión lateral
2015S008900,Choque contra elemento estático
2015S001501,Atropello
2015S001539,Atropello
2015S008230,Colisión lateral
2015S005303,Atropello
2015S004883,Colisión frontal
2015S006487,Choque contra elemento estático
2015S008389,Colisión fronto-lateral
2015S003651,Caída (dos ruedas)
2015S003120,Caída (dos ruedas)
2015S008236,Alcance multiple
2015S006959,Choque contra elemento estático
2015S000939,Colisión lateral
2015S005605,Alcance
2015S004533,Caída (dos ruedas)
2015S006306,Caída (dos ruedas)
2015S000543,Colisión lateral
2015S008703,Atropello
2015S005227,Alcance
2015S009109,Colisión lateral
2015S004562,Otros
2015S002000,Otros
2015S005645,Alcance
2015S007284,Alcance
2015S007913,Caída interior vehículo
2015S008108,Colisión fronto-lateral
2015S008180,Alcance
2015S008387,Colisión lateral
2015S009655,Alcance
2015S007321,Atropello
2015S001737,Otros
2015S003918,Caída (dos ruedas)
2015S005531,Choque contra elemento estático
2015S009022,Caída interior vehículo
2015S004156,Choque contra elemento estático
2015S002264,Caída (dos ruedas)
2015S007769,Caída interior vehículo
2015S002585,Otros
2015S003582,Caída (dos ruedas)
2015S001661,Colisión lateral
2015S000317,Caída (dos ruedas)
2015S000317,Alcance
2015S007327,Alcance
2015S008055,Alcance
2015S009340,Caída (dos ruedas)
2015S001592,Choque contra elemento estático
2015S004214,Caída (dos ruedas)
2015S004151,Atropello
2015S008317,Colisión fronto-lateral
2015S008196,Colisión fronto-lateral
2015S006087,Alcance
2015S005027,Colisión lateral
2015S008406,Atropello
2015S005265,Caída (dos ruedas)
2015S007107,Otros
2015S005327,Caída (dos ruedas)
2015S007723,Alcance multiple
2015S007176,Colisión lateral
2015S003412,Colisión fronto-lateral
2015S005662,Colisión lateral
2015S000276,Colisión lateral
2015S004766,Otros
2015S002497,Colisión lateral
2015S004984,Colisión fronto-lateral
2015S002297,Colisión fronto-lateral
2015S003746,Colisión fronto-lateral
2015S003101,Atropello
2015S006986,Colisión lateral
2015S001956,Choque contra elemento estático
2015S007969,Alcance
2015S002739,Colisión lateral
2015S002182,Choque contra elemento estático
2015S009231,Colisión frontal
2015S002853,Choque contra elemento estático
2015S009126,Choque contra elemento estático
2015S003844,Colisión fronto-lateral
2015S004243,Atropello
2015S009618,Caída (dos ruedas)
2015S009618,Alcance
2015S003756,Colisión fronto-lateral
2015S006032,Alcance
2015S004575,Choque contra elemento estático
2015S009634,Caída (dos ruedas)
2015S004047,Colisión fronto-lateral
2015S008771,Colisión lateral
2015S007859,Caída (dos ruedas)
2015S005047,Colisión fronto-lateral
2015S000765,Caída (dos ruedas)
2015S008763,Otros
2015S003294,Colisión fronto-lateral
2015S002186,Colisión lateral
2015S007082,Alcance multiple
2015S006501,Colisión frontal
2015S003332,Caída (dos ruedas)
2015S002862,Colisión fronto-lateral
2015S008064,Alcance
2015S000524,Colisión lateral
2015S009128,Atropello
2015S009047,Choque contra elemento estático
2015S007643,Choque contra elemento estático
2015S002945,Colisión lateral
2015S000981,Colisión fronto-lateral
2015S003725,Atropello
2015S008219,Alcance
2015S000380,Colisión lateral
2015S008796,Alcance multiple
2015S001160,Colisión fronto-lateral
2015S009849,Colisión fronto-lateral
2015S008448,Alcance
2015S002361,Alcance
2015S007795,Alcance
2015S003995,Colisión fronto-lateral
2015S009477,Alcance
2015S000062,Colisión fronto-lateral
2015S008375,Colisión fronto-lateral
2015S006947,Choque contra elemento estático
2015S005255,Alcance
2015S009513,Colisión lateral
2015S007898,Colisión lateral
2015S006766,Colisión lateral
2015S007472,Alcance
2015S001536,Alcance
2015S008045,Atropello
2015S005632,Alcance multiple
2015S008933,Choque contra elemento estático
2015S009035,Atropello
2015S004878,Choque contra elemento estático
2015S000182,Atropello
2015S001474,Caída interior vehículo
2015S004627,Otros
2015S000650,Colisión lateral
2015S009921,Otros
2015S008978,Caída (dos ruedas)
2015S007042,Atropello
2015S002803,Atropello
2015S000768,Colisión fronto-lateral
2015S009893,Colisión fronto-lateral
2015S005727,Colisión fronto-lateral
2015S004588,Choque contra elemento estático
2015S002807,Atropello
2015S009804,Colisión lateral
2015S009278,Alcance
2015S001327,Colisión lateral
2015S002675,Atropello
2015S000181,Colisión fronto-lateral
2015S007494,Colisión lateral
2015S007111,Colisión lateral
2015S006813,Caída (dos ruedas)
2015S004928,Colisión lateral
2015S006201,Colisión lateral
2015S005084,Caída interior vehículo
2015S004579,Colisión frontal
2015S009584,Colisión lateral
2015S003400,Caída interior vehículo
2015S008946,Alcance
2015S006425,Choque contra elemento estático
2015S008579,Colisión fronto-lateral
2015S006486,Otros
2015S004745,Caída (dos ruedas)
2015S000335,Colisión fronto-lateral
2015S004456,Atropello
2015S005442,Colisión fronto-lateral
2015S006545,Alcance
2015S005534,Caída interior vehículo
2015S003771,Atropello
2015S004605,Atropello
2015S000343,Atropello
2015S009636,Caída interior vehículo
2015S001406,Choque contra elemento estático
2015S000775,Otros
2015S002284,Alcance
2015S009687,Alcance multiple
2015S001443,Colisión lateral
2015S007557,Choque contra elemento estático
2015S009260,Atropello
2015S004952,Vuelco (más de dos ruedas)
2015S009548,Caída (dos ruedas)
2015S005584,Colisión fronto-lateral
2015S000294,Colisión lateral
2015S009131,Colisión fronto-lateral
2015S000995,Caída interior vehículo
2015S001627,Choque contra elemento estático
2015S009295,Alcance multiple
2015S005644,Alcance
2015S001872,Atropello
2015S006055,Caída (dos ruedas)
2015S005250,Caída (dos ruedas)
2015S009240,Alcance
2015S000389,Alcance multiple
2015S003355,Choque contra elemento estático
2015S006340,Choque contra elemento estático
2015S007305,Colisión fronto-lateral
2015S007652,Caída interior vehículo
2015S009958,Colisión lateral
2015S009918,Choque contra elemento estático
2015S008132,Alcance multiple
2015S001090,Alcance
2015S005649,Colisión lateral
2015S008424,Alcance
2015S004641,Colisión fronto-lateral
2015S007352,Colisión lateral
2015S002560,Alcance
2015S005928,Atropello
2015S002075,Colisión lateral
2015S007043,Atropello
2015S000439,Alcance
2015S005177,Colisión fronto-lateral
2015S003839,Atropello
2015S004080,Choque contra elemento estático
2015S000141,Alcance multiple
2015S009735,Caída interior vehículo
2015S008954,Atropello
2015S000796,Colisión fronto-lateral
2015S008697,Atropello
2015S000642,Choque contra elemento estático
2015S007398,Colisión lateral
2015S009175,Otros
2015S005583,Choque contra elemento estático
2015S000806,Alcance
2015S001137,Atropello
2015S001151,Choque contra elemento estático
2015S004841,Alcance multiple
2015S008735,Alcance
2015S006367,Caída (dos ruedas)
2015S007044,Atropello
2015S008343,Colisión lateral
2015S005967,Colisión fronto-lateral
2015S009936,Alcance
2015S000798,Choque contra elemento estático
2015S001220,Colisión fronto-lateral
2015S006556,Colisión fronto-lateral
2015S006523,Otros
2015S004586,Choque contra elemento estático
2015S009042,Choque contra elemento estático
2015S000992,Caída (dos ruedas)
2015S008676,Colisión fronto-lateral
2015S009658,Colisión fronto-lateral
2015S008105,Colisión fronto-lateral
2015S005130,Caída interior vehículo
2015S002678,Colisión fronto-lateral
2015S000532,Colisión fronto-lateral
2015S001293,Colisión fronto-lateral
2015S009531,Colisión lateral
2015S007847,Otros
2015S008218,Atropello
2015S006321,Colisión lateral
2015S006499,Colisión fronto-lateral
2015S002239,Colisión fronto-lateral
2015S003014,Alcance
2015S001838,Colisión fronto-lateral
2015S001803,Alcance
2015S001009,Colisión fronto-lateral
2015S004599,Alcance multiple
2015S000481,Alcance
2015S009638,Colisión lateral
2015S005656,Alcance
2015S000972,Colisión lateral
2015S001343,Alcance
2015S000560,Colisión fronto-lateral
2015S007719,Alcance
2015S006897,Colisión lateral
2015S004795,Colisión fronto-lateral
2015S002731,Caída (dos ruedas)
2015S002290,Atropello
2015S000580,Colisión fronto-lateral
2015S002083,Alcance
2015S004897,Caída interior vehículo
2015S004217,Atropello
2015S005558,Colisión frontal
2015S004894,Colisión frontal
2015S002828,Colisión frontal
2015S004876,Otros
2015S003427,Colisión fronto-lateral
2015S004311,Alcance
2015S005218,Colisión fronto-lateral
2015S006767,Colisión lateral
2015S007074,Alcance
2015S000254,Colisión lateral
2015S000188,Atropello
2015S002456,Colisión lateral
2015S004435,Alcance
2015S006051,Alcance
2015S007099,Otros
2015S008181,Alcance
2015S008421,Atropello
2015S001072,Colisión fronto-lateral
2015S008779,Choque contra elemento estático
2015S003000,Atropello
2015S007408,Choque contra elemento estático
2015S001792,Colisión lateral
2015S002442,Colisión lateral
2015S005581,Otros
2015S000674,Colisión lateral
2015S005781,Choque contra elemento estático
2015S002035,Caída (dos ruedas)
2015S004203,Alcance
2015S004729,Alcance multiple
2015S009558,Alcance
2015S000063,Alcance
2015S001445,Colisión lateral
2015S003065,Otros
2015S010000,Atropello
2015S009067,Choque contra elemento estático
2015S002412,Alcance
2015S001585,Caída (dos ruedas)
2015S000573,Alcance multiple
2015S008237,Colisión fronto-lateral
2015S006827,Alcance
2015S008471,Alcance
2015S008904,Colisión lateral
2015S006033,Colisión lateral
2015S006808,Colisión lateral
2015S003223,Colisión lateral
2015S007832,Alcance
2015S005565,Choque contra elemento estático
2015S009751,Colisión fronto-lateral
2015S007423,Colisión lateral
2015S005022,Choque contra elemento estático
2015S005540,Atropello
2015S007386,Colisión lateral
2015S004481,Colisión lateral
2015S001125,Alcance
2015S007041,Caída interior vehículo
2015S007329,Atropello
2015S007884,Caída (dos ruedas)
2015S006589,Colisión lateral
2015S002656,Colisión lateral
2015S005088,Otros
2015S006243,Atropello
2015S008072,Atropello
2015S001274,Colisión fronto-lateral
2015S003537,Alcance
2015S002088,Colisión lateral
2015S009116,Colisión lateral
2015S002056,Alcance multiple
2015S005786,Caída (dos ruedas)
2015S006893,Caída interior vehículo
2015S000781,Colisión fronto-lateral
2015S004681,Colisión fronto-lateral
2015S008913,Colisión fronto-lateral
2015S008214,Colisión fronto-lateral
2015S004108,Caída (dos ruedas)
2015S004097,Alcance
2015S004628,Choque contra elemento estático
2015S002645,Colisión lateral
2015S000626,Choque contra elemento estático
2015S000410,Alcance
2015S009062,Alcance
2015S007314,Atropello
2015S009350,Colisión fronto-lateral
2015S009305,Caída (dos ruedas)
2015S002311,Alcance
2015S003494,Alcance
2015S002609,Alcance
2015S003342,Colisión lateral
2015S001473,Alcance
2015S007979,Otros
2015S003086,Colisión lateral
2015S001771,Colisión fronto-lateral
2015S005754,Colisión fronto-lateral
2015S000382,Atropello
2015S000690,Alcance
2015S001251,Alcance
2015S003807,Colisión fronto-lateral
2015S003211,Alcance
2015S004580,Colisión fronto-lateral
2015S007378,Colisión lateral
2015S005856,Caída (dos ruedas)
2015S001962,Colisión lateral
2015S006972,Colisión fronto-lateral
2015S009173,Alcance
2015S003344,Alcance
2015S004625,Colisión fronto-lateral
2015S002892,Colisión fronto-lateral
2015S008388,Atropello
2015S004222,Alcance
2015S007527,Otros
2015S003308,Alcance
2015S009868,Colisión fronto-lateral
2015S009699,Colisión fronto-lateral
2015S003007,Choque contra elemento estático
2015S004791,Alcance
2015S000361,Alcance
2015S007509,Colisión lateral
2015S000940,Colisión fronto-lateral
2015S000349,Colisión fronto-lateral
2015S002208,Atropello
2015S008431,Alcance
2015S008431,Colisión fronto-lateral
2015S001135,Choque contra elemento estático
2015S001002,Colisión fronto-lateral
2015S006430,Alcance
2015S003172,Atropello
2015S001008,Caída (dos ruedas)
2015S006007,Colisión lateral
2015S004527,Colisión lateral
2015S006516,Atropello
2015S004467,Colisión lateral
2015S000203,Alcance
2015S008711,Caída (dos ruedas)
2015S001080,Colisión lateral
2015S006677,Colisión lateral
2015S004964,Alcance
2015S009463,Colisión lateral
2015S009314,Colisión fronto-lateral
2015S005208,Caída (dos ruedas)
2015S006747,Alcance
2015S002875,Alcance
2015S006775,Choque contra elemento estático
2015S002034,Colisión lateral
2015S000638,Alcance
2015S003019,Colisión fronto-lateral
2015S008269,Colisión fronto-lateral
2015S009740,Colisión lateral
2015S007744,Colisión fronto-lateral
2015S004060,Colisión lateral
2015S001388,Atropello
2015S003167,Choque contra elemento estático
2015S005217,Caída (dos ruedas)
2015S006014,Alcance
2015S002926,Alcance
2015S000835,Atropello
2015S006025,Colisión fronto-lateral
2015S009945,Colisión lateral
2015S005708,Colisión fronto-lateral
2015S004875,Colisión lateral
2015S009055,Alcance
2015S009275,Atropello
2015S008512,Colisión lateral
2015S003240,Colisión fronto-lateral
2015S004068,Atropello
2015S004157,Colisión lateral
2015S008794,Caída (dos ruedas)
2015S007478,Colisión lateral
2015S000550,Colisión lateral
2015S003168,Alcance
2015S005780,Colisión lateral
2015S006497,Alcance
2015S005034,Atropello
2015S005376,Alcance
2015S006999,Alcance multiple
2015S007461,Choque contra elemento estático
2015S001870,Colisión fronto-lateral
2015S006842,Alcance
2015S004183,Alcance
2015S003521,Alcance
2015S005256,Colisión fronto-lateral
2015S004282,Colisión fronto-lateral
2015S005302,Colisión lateral
2015S010006,Colisión lateral
2015S006977,Alcance
2015S006734,Alcance
2015S000368,Otros
2015S004848,Colisión lateral
2015S003105,Alcance
2015S001086,Colisión fronto-lateral
2015S007547,Alcance
2015S005024,Alcance
2015S007325,Colisión lateral
2015S003157,Alcance
2015S000640,Atropello
2015S000974,Colisión fronto-lateral
2015S004563,Alcance
2015S003491,Colisión fronto-lateral
2015S001236,Alcance
2015S006488,Alcance
2015S002407,Choque contra elemento estático
2015S003899,Alcance
2015S008525,Atropello
2015S004862,Colisión lateral
2015S000960,Colisión lateral
2015S003420,Alcance multiple
2015S008291,Alcance
2015S002755,Colisión lateral
2015S004885,Atropello
2015S009289,Colisión lateral
2015S008593,Caída (dos ruedas)
2015S001169,Colisión fronto-lateral
2015S004556,Colisión fronto-lateral
2015S006132,Caída (dos ruedas)
2015S003274,Colisión fronto-lateral
2015S003751,Atropello
2015S007062,Colisión lateral
2015S002139,Atropello
2015S007218,Choque contra elemento estático
2015S004779,Atropello
2015S002091,Atropello
2015S002133,Colisión lateral
2015S004408,Choque contra elemento estático
2015S002848,Colisión lateral
2015S003052,Colisión fronto-lateral
2015S005307,Choque contra elemento estático
2015S005261,Choque contra elemento estático
2015S004309,Alcance
2015S001891,Colisión lateral
2015S005249,Colisión lateral
2015S003687,Colisión lateral
2015S000115,Atropello
2015S007922,Otros
2015S001842,Atropello
2015S001417,Alcance
2015S006851,Otros
2015S005776,Choque contra elemento estático
2015S001701,Atropello
2015S006955,Caída (dos ruedas)
2015S003081,Alcance
2015S007990,Atropello
2015S001225,Choque contra elemento estático
2015S001450,Alcance
2015S004803,Colisión lateral
2015S002941,Choque contra elemento estático
2015S002347,Alcance
2015S006558,Caída (dos ruedas)
2015S007059,Choque contra elemento estático
2015S008146,Choque contra elemento estático
2015S002887,Alcance
2015S009839,Alcance
2015S006579,Alcance
2015S004736,Caída (dos ruedas)
2015S003099,Caída (dos ruedas)
2015S003187,Colisión lateral
2015S001045,Atropello
2015S009450,Atropello
2015S005215,Colisión fronto-lateral
2015S005943,Atropello
2015S003215,Colisión lateral
2015S006841,Caída (dos ruedas)
2015S003419,Colisión lateral
2015S006942,Alcance
2015S003067,Colisión lateral
2015S008568,Caída interior vehículo
2015S007470,Colisión lateral
2015S006100,Alcance
2015S003567,Atropello
2015S008332,Caída interior vehículo
2015S005121,Otros
2015S008426,Alcance
2015S001263,Colisión fronto-lateral
2015S009787,Alcance
2015S008592,Colisión fronto-lateral
2015S008660,Colisión lateral
2015S009666,Colisión fronto-lateral
2015S006343,Colisión lateral
2015S007856,Alcance
2015S008658,Colisión lateral
2015S009678,Colisión lateral
2015S001026,Colisión lateral
2015S000579,Alcance
2015S005718,Colisión lateral
2015S006899,Caída interior vehículo
2015S006928,Alcance
2015S005372,Colisión lateral
2015S007356,Caída interior vehículo
2015S007053,Colisión fronto-lateral
2015S001486,Atropello
2015S006256,Colisión fronto-lateral
2015S006572,Otros
2015S009669,Caída (dos ruedas)
2015S000945,Colisión lateral
2015S006366,Choque contra elemento estático
2015S009798,Alcance multiple
2015S007535,Alcance multiple
2015S009277,Caída (dos ruedas)
2015S007127,Choque contra elemento estático
2015S003993,Caída (dos ruedas)
2015S003623,Atropello
2015S005125,Atropello
2015S007570,Alcance
2015S003076,Colisión lateral
2015S002408,Colisión fronto-lateral
2015S005616,Colisión fronto-lateral
2015S007068,Caída interior vehículo
2015S006593,Caída (dos ruedas)
2015S004971,Atropello
2015S000792,Atropello
2015S005973,Caída (dos ruedas)
2015S003171,Otros
2015S001675,Colisión fronto-lateral
2015S005209,Colisión lateral
2015S005761,Colisión lateral
2015S000829,Colisión fronto-lateral
2015S004999,Caída (dos ruedas)
2015S003702,Caída (dos ruedas)
2015S006908,Colisión lateral
2015S007636,Colisión fronto-lateral
2015S004198,Alcance
2015S003106,Atropello
2015S001904,Caída interior vehículo
2015S005929,Choque contra elemento estático
2015S006910,Colisión fronto-lateral
2015S004403,Caída interior vehículo
2015S007193,Caída (dos ruedas)
2015S003465,Alcance
2015S005627,Caída interior vehículo
2015S002994,Alcance
2015S005517,Atropello
2015S000778,Colisión lateral
2015S002888,Alcance
2015S005980,Atropello
2015S006002,Choque contra elemento estático
2015S005846,Alcance multiple
