Num_expediente,Tipo_accidente
2017S006501,Colisión lateral
2017S003336,Otros
2017S006099,Colisión fronto-lateral
2017S002096,Alcance multiple
2017S000396,Colisión lateral
2017S005510,Alcance
2017S006903,Alcance
2017S002348,Alcance
2017S010538,Colisión fronto-lateral
2017S008069,Choque contra elemento estático
2017S002437,Atropello
2017S003262,Colisión fronto-lateral
2017S004662,Atropello
2017S002133,Colisión fronto-lateral
2017S006758,Atropello
2017S007515,Atropello
2017S004591,Alcance multiple
2017S005375,Alcance
2017S003097,Alcance multiple
2017S003791,Colisión fronto-lateral
2017S007935,Colisión frontal
2017S009854,Choque contra elemento estático
2017S009876,Atropello
2017S006999,Colisión lateral
2017S008661,Caída (dos ruedas)
2017S010238,Caída (dos ruedas)
2017S004281,Colisión lateral
2017S000232,Colisión lateral
2017S008345,Alcance
2017S010438,Atropello
2017S008170,Caída (dos ruedas)
2017S003427,Atropello
2017S000937,Atropello
2017S010380,Atropello
2017S009601,Colisión lateral
2017S010000,Colisión lateral
2017S010000,Colisión fronto-lateral
2017S008528,Caída (dos ruedas)
2017S008689,Caída (dos ruedas)
2017S008905,Alcance
2017S007120,Alcance
2017S008634,Colisión lateral
2017S010258,Alcance
2017S003539,Caída (dos ruedas)
2017S008385,Colisión lateral
2017S005258,Atropello
2017S005140,Otros
2017S007296,Colisión fronto-lateral
2017S006560,Colisión lateral
2017S008664,Alcance
2017S001837,Colisión fronto-lateral
2017S006542,Colisión fronto-lateral
2017S002222,Alcance
2017S001737,Atropello
2017S001086,Alcance
2017S006665,Colisión lateral
2017S001587,Caída (dos ruedas)
2017S001758,Alcance multiple
2017S007089,Colisión lateral
2017S010732,Colisión lateral
2017S006363,Alcance
2017S009126,Colisión lateral
2017S005947,Colisión fronto-lateral
2017S000616,Otros
2017S003148,Colisión lateral
2017S003148,Colisión fronto-lateral
2017S006367,Caída (dos ruedas)
2017S007945,Atropello
2017S004768,Colisión fronto-lateral
2017S004768,Colisión frontal
2017S000068,Choque contra elemento estático
2017S006310,Atropello
2017S004657,Colisión lateral
2017S008839,Alcance
2017S005615,Alcance
2017S009701,Colisión lateral
2017S006222,Caída (dos ruedas)
2017S002202,Atropello
2017S007106,Colisión lateral
2017S009424,Caída (dos ruedas)
2017S004128,Atropello
2017S003305,Colisión fronto-lateral
2017S001823,Colisión fronto-lateral
2017S006946,Colisión lateral
2017S009817,Otros
2017S007996,Colisión lateral
2017S007973,Caída (dos ruedas)
2017S005287,Atropello
2017S000584,Alcance
2017S006257,Atropello
2017S001997,Colisión fronto-lateral
2017S005929,Atropello
2017S001344,Atropello
2017S000442,Alcance
2017S005908,Alcance
2017S007747,Atropello
2017S007747,Alcance
2017S004288,Atropello
2017S006052,Colisión fronto-lateral
2017S010396,Colisión fronto-lateral
2017S008186,Colisión lateral
2017S000952,Caída (dos ruedas)
2017S005245,Atropello
2017S006307,Colisión lateral
2017S000783,Colisión fronto-lateral
2017S004423,Colisión fronto-lateral
2017S002508,Atropello
2017S004606,Colisión fronto-lateral
2017S006574,Caída (dos ruedas)
2017S002132,Atropello
2017S002138,Colisión fronto-lateral
2017S005648,Alcance multiple
2017S003219,Colisión fronto-lateral
2017S003321,Alcance
2017S001938,Caída (dos ruedas)
2017S002536,Alcance
2017S006594,Colisión lateral
2017S002509,Colisión lateral
2017S006600,Caída (dos ruedas)
2017S003291,Colisión fronto-lateral
2017S009813,Otros
2017S000297,Atropello
2017S000919,Caída interior vehículo
2017S006106,Colisión lateral
2017S009348,Alcance
2017S007351,Colisión fronto-lateral
2017S007071,Colisión lateral
2017S005416,Colisión lateral
2017S000265,Colisión lateral
2017S002468,Colisión lateral
2017S009732,Alcance
2017S004719,Alcance
2017S010495,Caída (dos ruedas)
2017S009466,Colisión lateral
2017S005883,Caída (dos ruedas)
2017S009978,Colisión fronto-lateral
2017S008639,Alcance
2017S002231,Colisión fronto-lateral
2017S000486,Colisión fronto-lateral
2017S010774,Choque contra elemento estático
2017S003662,Caída (dos ruedas)
2017S006325,Colisión lateral
2017S003248,Colisión lateral
2017S005241,Colisión lateral
2017S003488,Alcance multiple
2017S008995,Alcance
2017S009682,Colisión lateral
2017S006870,Alcance
2017S006436,Colisión fronto-lateral
2017S007443,Caída (dos ruedas)
2017S002372,Colisión lateral
2017S000440,Colisión fronto-lateral
2017S010606,Colisión fronto-lateral
2017S002481,Caída (dos ruedas)
2017S003948,Alcance
2017S001401,Alcance
2017S000796,Caída (dos ruedas)
2017S000004,Colisión lateral
2017S001860,Alcance
2017S008342,Alcance
2017S001976,Colisión lateral
2017S008325,Colisión lateral
2017S008394,Colisión lateral
2017S008258,Colisión fronto-lateral
2017S004706,Colisión lateral
2017S007732,Atropello
2017S009895,Colisión fronto-lateral
2017S006878,Alcance
2017S006873,Atropello
2017S007072,Colisión lateral
2017S009128,Colisión lateral
2017S003735,Colisión lateral
2017S006966,Colisión lateral
2017S008201,Colisión lateral
2017S004531,Colisión fronto-lateral
2017S002327,Colisión lateral
2017S009216,Atropello
2017S005832,Colisión fronto-lateral
2017S009786,Caída interior vehículo
2017S005778,Otros
2017S006078,Colisión fronto-lateral
2017S004772,Alcance
2017S004660,Alcance
2017S001071,Alcance
2017S006495,Alcance
2017S009031,Alcance
2017S008533,Caída (dos ruedas)
2017S010153,Colisión lateral
2017S004874,Otros
2017S010174,Alcance
2017S003531,Colisión lateral
2017S008220,Alcance
2017S010451,Alcance
2017S005060,Alcance
2017S005089,Colisión lateral
2017S010280,Colisión lateral
2017S008302,Alcance
2017S008118,Alcance
2017S005574,Colisión lateral
2017S000793,Colisión lateral
2017S005161,Choque contra elemento estático
2017S002421,Colisión lateral
2017S003835,Caída (dos ruedas)
2017S003835,Alcance
2017S005004,Alcance
2017S003211,Alcance
2017S005488,Colisión lateral
2017S006070,Caída (dos ruedas)
2017S007939,Caída (dos ruedas)
2017S000498,Alcance
2017S003777,Colisión lateral
2017S001000,Atropello
2017S002607,Colisión lateral
2017S009797,Colisión lateral
2017S010655,Colisión fronto-lateral
2017S002221,Colisión lateral
2017S009393,Colisión lateral
2017S009180,Caída (dos ruedas)
2017S009570,Otros
2017S009640,Colisión lateral
2017S008335,Colisión lateral
2017S004906,Colisión fronto-lateral
2017S001827,Caída (dos ruedas)
2017S005065,Colisión lateral
2017S008257,Colisión fronto-lateral
2017S000781,Colisión lateral
2017S000078,Colisión fronto-lateral
2017S003265,Colisión lateral
2017S004665,Colisión lateral
2017S009969,Colisión lateral
2017S003699,Atropello
2017S006285,Colisión lateral
2017S007950,Colisión lateral
2017S006117,Colisión lateral
2017S005379,Colisión fronto-lateral
2017S007854,Alcance
2017S003064,Colisión lateral
2017S007691,Choque contra elemento estático
2017S005046,Alcance
2017S006940,Colisión fronto-lateral
2017S002172,Alcance
2017S008026,Colisión lateral
2017S009436,Colisión lateral
2017S004108,Colisión lateral
2017S006876,Caída (dos ruedas)
2017S005912,Colisión lateral
2017S008610,Colisión fronto-lateral
2017S007444,Choque contra elemento estático
2017S001439,Atropello
2017S003660,Alcance
2017S010049,Alcance
2017S002553,Alcance
2017S010721,Caída (dos ruedas)
2017S010702,Colisión lateral
2017S006562,Caída (dos ruedas)
2017S009188,Atropello
2017S006054,Atropello
2017S008291,Colisión fronto-lateral
2017S006836,Colisión fronto-lateral
2017S005903,Colisión fronto-lateral
2017S002130,Colisión lateral
2017S003515,Atropello
2017S003951,Colisión lateral
2017S007564,Colisión lateral
2017S007430,Colisión lateral
2017S002531,Colisión lateral
2017S001783,Colisión lateral
2017S002227,Alcance
2017S008526,Atropello
2017S001282,Atropello
2017S009676,Alcance
2017S004514,Colisión lateral
2017S005873,Atropello
2017S003814,Colisión lateral
2017S007178,Atropello
2017S009906,Colisión lateral
2017S006247,Colisión lateral
2017S004712,Colisión fronto-lateral
2017S008156,Colisión lateral
2017S003691,Colisión lateral
2017S010012,Alcance
2017S007155,Colisión lateral
2017S003523,Colisión fronto-lateral
2017S010493,Alcance multiple
2017S004994,Colisión fronto-lateral
2017S005127,Colisión lateral
2017S006167,Otros
2017S005862,Colisión fronto-lateral
2017S007382,Colisión lateral
2017S005494,Colisión lateral
2017S010028,Colisión lateral
2017S001877,Colisión fronto-lateral
2017S000322,Colisión fronto-lateral
2017S001217,Caída (dos ruedas)
2017S007406,Alcance
2017S008545,Colisión lateral
2017S005718,Colisión lateral
2017S009664,Alcance
2017S005473,Colisión lateral
2017S003606,Atropello
2017S009300,Colisión fronto-lateral
2017S008901,Colisión lateral
2017S005854,Colisión fronto-lateral
2017S010208,Alcance
2017S004165,Colisión lateral
2017S001560,Colisión lateral
2017S002154,Colisión lateral
2017S000225,Alcance
2017S005264,Atropello
2017S008076,Alcance
2017S004691,Alcance
2017S007888,Choque contra elemento estático
2017S005049,Colisión fronto-lateral
2017S007180,Caída (dos ruedas)
2017S003373,Colisión lateral
2017S006648,Colisión lateral
2017S008364,Alcance
2017S009024,Colisión lateral
2017S000690,Colisión fronto-lateral
2017S005051,Alcance
2017S003703,Colisión fronto-lateral
2017S008696,Caída (dos ruedas)
2017S005939,Choque contra elemento estático
2017S006433,Alcance
2017S009586,Alcance
2017S006772,Alcance
2017S007899,Atropello
2017S001613,Colisión fronto-lateral
2017S005784,Caída (dos ruedas)
2017S005784,Choque contra elemento estático
2017S004954,Alcance
2017S006371,Colisión fronto-lateral
2017S001100,Atropello
2017S003815,Alcance
2017S008455,Colisión lateral
2017S008349,Choque contra elemento estático
2017S007017,Colisión lateral
2017S003322,Colisión fronto-lateral
2017S003625,Atropello
2017S008886,Colisión lateral
2017S005653,Alcance
2017S008073,Choque contra elemento estático
2017S008073,Alcance
2017S005630,Choque contra elemento estático
2017S006323,Colisión lateral
2017S004018,Colisión lateral
2017S010499,Colisión lateral
2017S000157,Colisión lateral
2017S004967,Caída (dos ruedas)
2017S001514,Colisión lateral
2017S000579,Colisión lateral
2017S006792,Colisión lateral
2017S004137,Alcance
2017S006919,Colisión lateral
2017S003008,Colisión lateral
2017S005641,Colisión lateral
2017S000185,Caída (dos ruedas)
2017S005271,Colisión lateral
2017S000209,Colisión lateral
2017S006420,Atropello
2017S009003,Caída (dos ruedas)
2017S001505,Colisión lateral
2017S001019,Colisión fronto-lateral
2017S007271,Caída (dos ruedas)
2017S002013,Choque contra elemento estático
2017S010128,Alcance
2017S001687,Alcance
2017S001994,Colisión lateral
2017S006788,Colisión lateral
2017S007505,Colisión lateral
2017S009616,Choque contra elemento estático
2017S005505,Colisión fronto-lateral
2017S001496,Colisión lateral
2017S000289,Colisión lateral
2017S000434,Colisión lateral
2017S000002,Colisión fronto-lateral
2017S003227,Colisión fronto-lateral
2017S010370,Colisión fronto-lateral
2017S004406,Colisión lateral
2017S010627,Colisión fronto-lateral
2017S001989,Colisión fronto-lateral
2017S007912,Colisión lateral
2017S010526,Alcance
2017S000798,Alcance
2017S002152,Colisión lateral
2017S010129,Colisión fronto-lateral
2017S003561,Colisión fronto-lateral
2017S008643,Colisión fronto-lateral
2017S004467,Colisión fronto-lateral
2017S004047,Alcance
2017S002304,Colisión fronto-lateral
2017S003185,Caída (dos ruedas)
2017S009008,Alcance
2017S001005,Colisión lateral
2017S004593,Caída (dos ruedas)
2017S008825,Alcance
2017S006540,Colisión lateral
2017S006804,Otros
2017S003133,Atropello
2017S007829,Alcance
2017S005205,Colisión lateral
2017S006922,Colisión lateral
2017S000941,Colisión lateral
2017S006215,Colisión fronto-lateral
2017S005937,Colisión fronto-lateral
2017S005281,Atropello
2017S005592,Colisión lateral
2017S007260,Alcance
2017S009831,Colisión lateral
2017S009666,Caída (dos ruedas)
2017S005441,Alcance
2017S009286,Colisión fronto-lateral
2017S008638,Atropello
2017S005705,Colisión fronto-lateral
2017S003954,Caída (dos ruedas)
2017S004632,Alcance
2017S003557,Caída (dos ruedas)
2017S007006,Colisión fronto-lateral
2017S006739,Colisión lateral
2017S009205,Colisión fronto-lateral
2017S007610,Alcance
2017S008150,Atropello
2017S005034,Caída (dos ruedas)
2017S006318,Atropello
2017S007913,Colisión fronto-lateral
2017S002350,Choque contra elemento estático
2017S007571,Colisión lateral
2017S010711,Colisión fronto-lateral
2017S003360,Colisión lateral
2017S006753,Vuelco (más de dos ruedas)
2017S009687,Atropello
2017S009829,Colisión lateral
2017S010207,Colisión fronto-lateral
2017S001010,Colisión fronto-lateral
2017S003952,Colisión lateral
2017S009815,Atropello
2017S004466,Atropello
2017S007245,Alcance
2017S002379,Colisión lateral
2017S006404,Alcance
2017S004680,Caída (dos ruedas)
2017S009642,Colisión lateral
2017S005725,Caída interior vehículo
2017S009891,Alcance
2017S010218,Colisión fronto-lateral
2017S005644,Colisión lateral
2017S006458,Choque con animal en la calzada
2017S010005,Alcance
2017S006298,Colisión frontal
2017S002268,Colisión fronto-lateral
2017S003736,Colisión fronto-lateral
2017S000124,Choque contra elemento estático
2017S000395,Alcance
2017S008503,Alcance
2017S004125,Alcance
2017S005984,Choque contra elemento estático
2017S005454,Alcance
2017S001867,Alcance
2017S006296,Caída (dos ruedas)
2017S007670,Colisión fronto-lateral
2017S000844,Alcance
2017S010178,Colisión lateral
2017S005787,Colisión lateral
2017S003576,Alcance
2017S008396,Atropello
2017S005654,Colisión fronto-lateral
2017S005831,Alcance
2017S008885,Alcance
2017S005757,Alcance
2017S009444,Alcance multiple
2017S003652,Alcance multiple
2017S005813,Otros
2017S005319,Choque contra elemento estático
2017S004098,Colisión lateral
2017S005309,Alcance
2017S000981,Alcance multiple
2017S008582,Alcance
2017S010607,Colisión lateral
2017S007404,Alcance
2017S001022,Alcance
2017S003150,Atropello
2017S006441,Alcance multiple
2017S004883,Colisión fronto-lateral
2017S004370,Caída (dos ruedas)
2017S010350,Colisión lateral
2017S009395,Caída (dos ruedas)
2017S001398,Alcance
2017S005466,Alcance
2017S003745,Alcance
2017S009678,Caída interior vehículo
2017S001743,Alcance
2017S004782,Alcance
2017S010018,Atropello
2017S003992,Colisión lateral
2017S007013,Alcance
2017S007349,Colisión fronto-lateral
2017S000603,Caída (dos ruedas)
2017S005257,Caída (dos ruedas)
2017S010395,Atropello
2017S007376,Colisión fronto-lateral
2017S000031,Colisión fronto-lateral
2017S007771,Colisión fronto-lateral
2017S008035,Colisión fronto-lateral
2017S004428,Caída (dos ruedas)
2017S003517,Choque contra elemento estático
2017S003517,Alcance
2017S003026,Alcance
2017S006330,Alcance
2017S000131,Colisión lateral
2017S007282,Colisión lateral
2017S008781,Desconocido
2017S001664,Colisión lateral
2017S007540,Alcance
2017S005829,Alcance
2017S005052,Atropello
2017S003445,Atropello
2017S008471,Alcance
2017S006124,Colisión frontal
2017S009841,Alcance
2017S006628,Atropello
2017S010561,Caída (dos ruedas)
2017S002374,Caída (dos ruedas)
2017S006978,Atropello
2017S010320,Atropello
2017S008358,Colisión fronto-lateral
2017S006683,Alcance
2017S007934,Caída (dos ruedas)
2017S007345,Atropello
2017S000290,Otros
2017S010589,Alcance
2017S000588,Alcance
2017S003832,Colisión fronto-lateral
2017S005539,Colisión fronto-lateral
2017S007800,Alcance
2017S007058,Colisión fronto-lateral
2017S002197,Choque contra elemento estático
2017S004189,Caída interior vehículo
2017S000629,Colisión lateral
2017S007976,Atropello
2017S002270,Atropello
2017S007686,Alcance
2017S006625,Colisión fronto-lateral
2017S005651,Alcance
2017S005771,Colisión lateral
2017S003934,Colisión lateral
2017S005455,Atropello
2017S010345,Atropello
2017S009638,Colisión lateral
2017S004341,Colisión frontal
2017S000311,Colisión lateral
2017S001520,Alcance
2017S000026,Vuelco (más de dos ruedas)
2017S010688,Caída (dos ruedas)
2017S001225,Colisión lateral
2017S010265,Colisión fronto-lateral
2017S007393,Caída interior vehículo
2017S001800,Colisión fronto-lateral
2017S004183,Otros
2017S010070,Atropello
2017S001402,Choque contra elemento estático
2017S007238,Colisión lateral
2017S003187,Alcance
2017S001001,Alcance
2017S003865,Colisión lateral
2017S003074,Colisión lateral
2017S006650,Alcance
2017S007265,Colisión fronto-lateral
2017S010015,Alcance multiple
2017S001936,Choque contra elemento estático
2017S008870,Choque contra elemento estático
2017S005941,Atropello
2017S000085,Caída (dos ruedas)
2017S005438,Alcance
2017S002184,Colisión lateral
2017S000062,Colisión lateral
2017S000014,Colisión lateral
2017S002291,Colisión lateral
2017S005036,Colisión lateral
2017S008206,Atropello
2017S010151,Colisión lateral
2017S007712,Colisión lateral
2017S008684,Caída (dos ruedas)
2017S007719,Caída interior vehículo
2017S003124,Colisión lateral
2017S009470,Choque contra elemento estático
2017S010175,Alcance
2017S001307,Alcance
2017S002123,Alcance
2017S009880,Colisión fronto-lateral
2017S007583,Choque contra elemento estático
2017S009870,Caída interior vehículo
2017S006233,Alcance
2017S001566,Atropello
2017S006468,Caída interior vehículo
2017S005424,Colisión lateral
2017S007276,Alcance
2017S001216,Otros
2017S004940,Otros
2017S001806,Atropello
2017S007619,Alcance
2017S009005,Choque contra elemento estático
2017S000208,Caída (dos ruedas)
2017S000524,Colisión fronto-lateral
2017S009789,Atropello
2017S008826,Alcance
2017S000328,Colisión lateral
2017S008018,Caída (dos ruedas)
2017S005189,Colisión lateral
2017S005472,Otros
2017S010454,Colisión lateral
2017S007116,Alcance multiple
2017S001042,Alcance
2017S002080,Caída interior vehículo
2017S001741,Alcance
2017S004984,Caída (dos ruedas)
2017S005493,Caída (dos ruedas)
2017S010719,Caída (dos ruedas)
2017S000878,Caída (dos ruedas)
2017S000985,Colisión lateral
2017S010195,Alcance
2017S000853,Choque contra elemento estático
2017S003559,Alcance
2017S008164,Colisión fronto-lateral
2017S007250,Colisión fronto-lateral
2017S007370,Colisión lateral
2017S005986,Colisión lateral
2017S010123,Atropello
2017S007852,Alcance
2017S005299,Alcance
2017S010446,Colisión fronto-lateral
2017S004256,Colisión lateral
2017S006037,Colisión lateral
2017S006460,Alcance
2017S001066,Alcance
2017S004437,Alcance
2017S006601,Atropello
2017S006537,Choque contra elemento estático
2017S006473,Alcance
2017S004779,Colisión fronto-lateral
2017S005456,Alcance
2017S009201,Choque contra elemento estático
2017S009196,Alcance
2017S005515,Alcance
2017S005917,Alcance
2017S001828,Colisión fronto-lateral
2017S009297,Alcance
2017S003945,Alcance
2017S008303,Colisión lateral
2017S006609,Colisión fronto-lateral
2017S003776,Colisión lateral
2017S001442,Alcance
2017S005270,Alcance
2017S006143,Atropello
2017S009735,Atropello
2017S007388,Alcance
2017S007538,Alcance
2017S003513,Atropello
2017S001757,Colisión lateral
2017S002532,Atropello
2017S002485,Alcance
2017S003499,Colisión lateral
2017S004903,Colisión fronto-lateral
2017S000397,Colisión lateral
2017S000285,Colisión lateral
2017S009934,Alcance
2017S008695,Atropello
2017S010225,Colisión lateral
2017S001727,Alcance
2017S006579,Alcance multiple
2017S004747,Otros
2017S006185,Caída interior vehículo
2017S008330,Atropello
2017S008947,Alcance
2017S010368,Colisión fronto-lateral
2017S003508,Colisión fronto-lateral
2017S007937,Caída (dos ruedas)
2017S006700,Alcance
2017S007917,Colisión lateral
2017S009967,Alcance
2017S007773,Colisión lateral
2017S006358,Alcance
2017S005083,Colisión frontal
2017S006923,Colisión lateral
2017S009730,Choque contra elemento estático
2017S007797,Caída (dos ruedas)
2017S007797,Alcance
2017S000378,Alcance
2017S008357,Alcance
2017S001410,Colisión fronto-lateral
2017S003802,Atropello
2017S001872,Colisión lateral
2017S008174,Colisión lateral
2017S000474,Colisión fronto-lateral
2017S006348,Alcance multiple
2017S001316,Colisión lateral
2017S010456,Choque contra elemento estático
2017S003976,Alcance
2017S004060,Alcance
2017S006864,Colisión lateral
2017S010332,Colisión lateral
2017S001694,Colisión lateral
2017S005063,Colisión fronto-lateral
2017S010611,Colisión fronto-lateral
2017S004206,Alcance
2017S004057,Colisión lateral
2017S007949,Caída interior vehículo
2017S003506,Colisión lateral
2017S009238,Alcance multiple
2017S009926,Atropello
2017S007752,Colisión lateral
2017S009059,Atropello
2017S001953,Caída interior vehículo
2017S009275,Colisión lateral
2017S001697,Colisión fronto-lateral
2017S005459,Atropello
2017S001704,Otros
2017S006842,Colisión lateral
2017S010246,Caída (dos ruedas)
2017S010038,Colisión lateral
2017S006793,Caída (dos ruedas)
2017S006793,Alcance
2017S008764,Colisión lateral
2017S008285,Alcance
2017S009576,Caída (dos ruedas)
2017S001392,Alcance
2017S001310,Colisión fronto-lateral
2017S009232,Colisión fronto-lateral
2017S008436,Colisión lateral
2017S004583,Atropello
2017S006723,Colisión lateral
2017S008615,Atropello
2017S009999,Caída (dos ruedas)
2017S006277,Colisión lateral
2017S008917,Choque contra elemento estático
2017S004834,Alcance multiple
2017S001834,Colisión lateral
2017S004808,Colisión fronto-lateral
2017S009130,Colisión fronto-lateral
2017S000211,Colisión frontal
2017S008783,Colisión lateral
2017S007794,Alcance multiple
2017S007762,Alcance
2017S009143,Choque contra elemento estático
2017S006643,Alcance
2017S003397,Colisión lateral
2017S001844,Alcance
2017S001480,Alcance multiple
2017S008031,Persecución
2017S009458,Colisión fronto-lateral
2017S000661,Alcance multiple
2017S003152,Alcance
2017S008961,Caída interior vehículo
2017S000220,Colisión lateral
2017S000577,Colisión lateral
2017S001123,Atropello
2017S001530,Alcance multiple
2017S002164,Alcance
2017S004259,Alcance
2017S007645,Choque contra elemento estático
2017S005159,Colisión lateral
2017S010640,Otros
2017S009809,Alcance
2017S003733,Caída (dos ruedas)
2017S001705,Colisión fronto-lateral
2017S000722,Caída (dos ruedas)
2017S002594,Colisión fronto-lateral
2017S003232,Colisión lateral
2017S003182,Alcance
2017S007219,Alcance
2017S001995,Colisión fronto-lateral
2017S008147,Alcance
2017S007783,Caída (dos ruedas)
2017S002226,Alcance
2017S001850,Caída (dos ruedas)
2017S003118,Colisión lateral
2017S005386,Otros
2017S002316,Colisión fronto-lateral
2017S001295,Colisión fronto-lateral
2017S010073,Colisión fronto-lateral
2017S005061,Colisión fronto-lateral
2017S002286,Alcance multiple
2017S010071,Colisión fronto-lateral
2017S002196,Caída interior vehículo
2017S008759,Choque contra elemento estático
2017S006933,Colisión lateral
2017S004850,Colisión fronto-lateral
2017S009104,Alcance
2017S006092,Colisión lateral
2017S007928,Caída (dos ruedas)
2017S006029,Colisión fronto-lateral
2017S000253,Alcance
2017S007849,Colisión lateral
2017S008177,Atropello
2017S004740,Alcance
2017S002249,Colisión fronto-lateral
2017S004204,Caída (dos ruedas)
2017S007568,Alcance
2017S008086,Colisión frontal
2017S003634,Colisión lateral
2017S008991,Alcance
2017S007708,Colisión frontal
2017S008195,Atropello
2017S008581,Alcance multiple
2017S005940,Alcance
2017S000224,Colisión lateral
2017S010527,Caída (dos ruedas)
2017S008391,Caída (dos ruedas)
2017S008866,Alcance
2017S010090,Alcance
2017S003668,Alcance
2017S005524,Alcance
2017S001755,Colisión fronto-lateral
2017S004411,Atropello
2017S001489,Alcance multiple
2017S000255,Alcance
2017S000747,Alcance multiple
2017S009392,Colisión fronto-lateral
2017S008204,Colisión fronto-lateral
2017S010030,Choque contra elemento estático
2017S010109,Atropello
2017S002574,Caída (dos ruedas)
2017S007275,Choque contra elemento estático
2017S002194,Alcance
2017S003284,Alcance
2017S009431,Atropello
2017S009265,Alcance
2017S008642,Colisión fronto-lateral
2017S002219,Caída (dos ruedas)
2017S006372,Colisión fronto-lateral
2017S006664,Colisión lateral
2017S010201,Colisión lateral
2017S004986,Colisión lateral
2017S007989,Colisión fronto-lateral
2017S003878,Alcance
2017S009882,Colisión lateral
2017S007306,Colisión fronto-lateral
2017S004001,Colisión fronto-lateral
2017S000430,Colisión fronto-lateral
2017S010746,Colisión fronto-lateral
2017S005661,Atropello
2017S005018,Atropello
2017S009753,Colisión lateral
2017S004998,Colisión lateral
2017S002147,Colisión fronto-lateral
2017S002519,Atropello
2017S000375,Atropello
2017S006411,Alcance
2017S008592,Colisión lateral
2017S007142,Alcance
2017S009293,Otros
2017S005780,Caída interior vehículo
2017S007096,Otros
2017S009878,Atropello
2017S007225,Alcance
2017S010273,Caída (dos ruedas)
2017S003164,Atropello
2017S002241,Alcance
2017S000967,Alcance
2017S004240,Alcance multiple
2017S003502,Colisión lateral
2017S006605,Alcance multiple
2017S001822,Colisión lateral
2017S001767,Alcance
2017S000843,Colisión frontal
2017S000312,Alcance
2017S003338,Caída (dos ruedas)
2017S001069,Colisión fronto-lateral
2017S004682,Caída (dos ruedas)
2017S007862,Choque contra elemento estático
2017S003859,Colisión fronto-lateral
2017S002085,Caída interior vehículo
2017S005336,Choque contra elemento estático
2017S010343,Colisión lateral
2017S000150,Choque contra elemento estático
2017S000150,Colisión lateral
2017S004519,Atropello
2017S009021,Colisión lateral
2017S000113,Colisión fronto-lateral
2017S002492,Colisión fronto-lateral
2017S003486,Colisión fronto-lateral
2017S003418,Colisión fronto-lateral
2017S009985,Colisión fronto-lateral
2017S003526,Colisión lateral
2017S000907,Alcance
2017S009264,Colisión lateral
2017S009061,Colisión lateral
2017S005314,Caída interior vehículo
2017S010165,Colisión lateral
2017S004971,Vuelco (más de dos ruedas)
2017S003333,Colisión lateral
2017S007204,Caída (dos ruedas)
2017S008593,Caída interior vehículo
2017S005135,Caída (dos ruedas)
2017S006785,Colisión fronto-lateral
2017S005974,Atropello
2017S008519,Otros
2017S007188,Colisión lateral
2017S003822,Atropello
2017S010328,Otros
2017S004681,Alcance
2017S006783,Colisión lateral
2017S008720,Colisión lateral
2017S006655,Colisión fronto-lateral
2017S009142,Colisión lateral
2017S001373,Colisión fronto-lateral
2017S004710,Alcance
2017S006984,Atropello
2017S005443,Caída (dos ruedas)
2017S001865,Otros
2017S006165,Choque contra elemento estático
2017S010659,Salida de vía con choque o colisión
2017S008009,Caída interior vehículo
2017S004366,Alcance
2017S003228,Alcance
2017S000709,Colisión fronto-lateral
2017S001417,Caída (dos ruedas)
2017S000756,Colisión lateral
2017S010614,Caída (dos ruedas)
2017S008954,Alcance multiple
2017S003678,Colisión fronto-lateral
2017S006644,Choque con animal en la calzada
2017S001900,Alcance multiple
2017S000376,Alcance multiple
2017S008060,Choque contra elemento estático
2017S001207,Choque contra elemento estático
2017S005211,Otros
2017S008340,Caída interior vehículo
2017S005605,Caída (dos ruedas)
2017S006626,Caída (dos ruedas)
2017S003743,Alcance multiple
2017S009707,Colisión fronto-lateral
2017S000765,Colisión fronto-lateral
2017S010134,Colisión lateral
2017S009278,Colisión lateral
2017S003285,Alcance
2017S009784,Colisión lateral
2017S009058,Colisión lateral
2017S004479,Alcance
2017S009724,Atropello
2017S004155,Alcance
2017S006008,Colisión lateral
2017S000116,Alcance multiple
2017S009660,Colisión fronto-lateral
2017S007864,Colisión lateral
2017S007152,Alcance
2017S001365,Alcance
2017S002584,Alcance
2017S008703,Choque contra elemento estático
2017S000688,Caída (dos ruedas)
2017S001252,Otros
2017S007729,Colisión lateral
2017S001952,Colisión lateral
2017S008881,Colisión fronto-lateral
2017S009254,Colisión lateral
2017S007081,Colisión lateral
2017S010486,Colisión lateral
2017S001785,Colisión frontal
2017S004267,Colisión fronto-lateral
2017S006179,Colisión fronto-lateral
2017S009933,Choque contra elemento estático
2017S003753,Alcance multiple
2017S004282,Colisión lateral
2017S007055,Otros
2017S008337,Caída interior vehículo
2017S003306,Atropello
2017S001874,Otros
2017S010399,Caída interior vehículo
2017S006225,Atropello
2017S008270,Caída (dos ruedas)
2017S006153,Atropello
2017S001508,Choque contra elemento estático
2017S003017,Alcance
2017S007131,Otros
2017S003643,Alcance multiple
2017S008296,Caída (dos ruedas)
2017S008296,Colisión lateral
2017S007283,Choque contra elemento estático
2017S009894,Colisión fronto-lateral
2017S006081,Atropello
2017S007256,Caída (dos ruedas)
2017S001579,Atropello
2017S010146,Colisión lateral
2017S003326,Caída interior vehículo
2017S008386,Caída interior vehículo
2017S010325,Colisión lateral
2017S009390,Caída (dos ruedas)
2017S001194,Alcance
