Num_expediente,Tipo_vehiculo,Modelo,Marca,Color,Tipo_carnet,Antiguedad_carnet
2017S007365    ,Taxi,RAPID,SKODA,Negro/Amarillo,B,2
2017S007365    ,Turismo,318,BMW,Negro,B,2
2017S007366    ,Bicicleta, ,Desconocido,Negro,Desconocido,Desconocido
2017S007366    ,Turismo,IBIZA,SEAT,Gris,B,25
2017S007367    ,Turismo,CLIO,RENAULT,Gris,B,4
2017S007367    ,Turismo,POLO,VOLKSWAGEN,Rojo,B,5
2017S007368    ,Turismo,LEON,SEAT,Rojo,B,16
2017S007368    ,Turismo,MICRA,NISSAN,Blanco,Desconocido,Desconocido
2017S007369    ,Furgoneta,TRAFFIC,RENAULT,Blanco,B,19
2017S007370    ,Furgoneta,PARTNER,PEUGEOT,Gris,B,11
2017S007370    ,Motocicleta,Streetfighter 848,DUCATI,Rojo,A,15
2017S007371    ,Motocicleta,SH 125,HONDA,Desconocido,B,4
2017S007371    ,Turismo,C4,CITROEN,Blanco,B,34
2017S007371    ,Turismo,PASSAT,VOLKSWAGEN,Desconocido,B,24
2017S007372    ,Motocicleta,F 650 GS,BMW,Blanco,A,11
2017S007372    ,Turismo,Altea,SEAT,Amarillo,B,32
2017S007373    ,Turismo,Desconocido,MINI,Amarillo,B,20
2017S007373    ,Turismo,I 10,HYUNDAI,Blanco,B,23
2017S007374    ,Motocicleta,SES 125,HONDA,Gris,B,7
2017S007374    ,Turismo,GOLF,VOLKSWAGEN,Gris,B,9
2017S007375    ,Autobús,HYBRID H18,SOLARIS,Rojo,D,38
2017S007375    ,Ciclomotor,SH 50,HONDA,Negro,B,7
2017S007376    ,Bicicleta, ,DECATHLON,Negro,Desconocido,Desconocido
2017S007376    ,Turismo,A3 1.6,AUDI,Gris,B,4
2017S007377    ,Motocicleta,Desconocido,SYM,Rojo,B,6
2017S007378    ,Furgoneta,Desconocido,VOLKSWAGEN,Blanco,B,14
2017S007379    ,Motocicleta,CBR 600 F,HONDA,Desconocido,A,35
2017S007379    ,Motocicleta,SH 125,HONDA,Negro,A1,10
2017S007379    ,Turismo,208,PEUGEOT,Gris,B,35
2017S007380    ,Furgoneta,JUMPY,CITROEN,Blanco,B,28
2017S007380    ,Motocicleta,R 1100 RS,BMW,Negro,Desconocido,Desconocido
2017S007381    ,Motocicleta,SH 150,HONDA,Azul,A,35
2017S007381    ,Todo terreno,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2017S007382    ,Furgoneta,Daily,IVECO FIAT,Blanco,B,7
2017S007382    ,Motocicleta,X Max,YAMAHA,Amarillo,A,23
2017S007383    ,Motocicleta,MEDLEY,PIAGGIO,Negro,B,8
2017S007383    ,Motocicleta,THE CORE,GOING GREEN,Blanco,B,11
2017S007384    ,Motocicleta,VTR 250,HONDA,Rojo,A,29
2017S007384    ,Turismo,CORDOBA,SEAT,Gris,B,38
2017S007385    ,Furgoneta,BOXER,PEUGEOT,Blanco,B,11
2017S007385    ,Motocicleta,SUPER DINK 300,KYMCO,Blanco,A,6
2017S007386    ,Turismo,CIVIC,HONDA,Blanco,B,52
2017S007387    ,Ciclomotor,FLY,PIAGGIO,Negro,B,4
2017S007387    ,Turismo,LAGUNA,RENAULT,Negro,B,50
2017S007388    ,Ciclomotor,YN 50,YAMAHA,Negro,AM,12
2017S007388    ,Turismo,ATECA,SEAT,Blanco,B,50
2017S007389    ,Turismo,TOURAN,VOLKSWAGEN,Azul,B,3
2017S007390    ,Taxi,TOYOTA PRI,TOYOTA,Negro/Amarillo,B,36
2017S007390    ,Turismo,207,PEUGEOT,Gris,B,21
2017S007391    ,Furgoneta,SERENA,NISSAN,Rojo,B,13
2017S007391    ,Motocicleta,YP125R,YAMAHA,Blanco,B,11
2017S007391    ,Turismo,PARTNER RC,PEUGEOT,Desconocido,B,18
2017S007392    ,Motocicleta,XV 1700,YAMAHA,Negro,A,11
2017S007392    ,Turismo,MONDEO,FORD,Gris,B,2
2017S007393    ,Autobús,LION'S CIT,CARROCERA CASTR,Amarillo,D,30
2017S007394    ,Ciclomotor,Desconocido,GOVECS,Blanco,Desconocido,Desconocido
2017S007394    ,Ciclomotor,PEOPLE 50,KYMCO,Gris,Desconocido,Desconocido
2017S007394    ,Ciclomotor,SH 50,HONDA,Azul,Desconocido,Desconocido
2017S007394    ,Motocicleta,CBF 500,HONDA,Blanco,Desconocido,Desconocido
2017S007394    ,Motocicleta,LIBERTY 125,PIAGGIO,Gris,Desconocido,Desconocido
2017S007394    ,Motocicleta,SCOOPY 75,HONDA,Blanco,Desconocido,Desconocido
2017S007394    ,Motocicleta,THE CORE,GOING GREEN,Blanco,Desconocido,Desconocido
2017S007394    ,Motocicleta,WW125,HONDA,Negro,Desconocido,Desconocido
2017S007394    ,Turismo,POLO,VOLKSWAGEN,Blanco,B,7
2017S007395    ,Autobús,BOXER,PEUGEOT,Gris,C1E,29
2017S007396    ,Motocicleta,R 1200 C,BMW,Gris,A2,12
2017S007396    ,Motocicleta,SYMPHONY,SYM,Rojo,B,5
2017S007396    ,Turismo,116,BMW,Blanco,B,45
2017S007397    ,Ciclomotor,C25,PIAGGIO,Negro,AM,11
2017S007397    ,Turismo,IBIZA 1.9,SEAT,Rojo,B,12
2017S007398    ,Motocicleta,MT 03,YAMAHA,Negro,A,11
2017S007398    ,Motocicleta,X Max,YAMAHA,Gris,Desconocido,Desconocido
2017S007398    ,Turismo,CORDOBA,SEAT,Gris,B,3
2017S007399    ,Turismo,FIESTA,FORD,Negro,B,6
2017S007399    ,Turismo,PUNTO,FIAT,Blanco,B,2
2017S007400    ,Turismo,Getz,HYUNDAI,Rojo,B,29
2017S007401    ,Ciclomotor,CS 50 Z,YAMAHA,Negro,Desconocido,2
2017S007401    ,Turismo,QASHQAI,NISSAN,Gris,B,43
2017S007402    ,Bicicleta,Desconocido,BH,Negro,Desconocido,Desconocido
2017S007402    ,Motocicleta,PES125,HONDA,Gris,B,14
2017S007403    ,Motocicleta,NT 650,HONDA,Gris,A,24
2017S007403    ,Turismo,A-3 2.0,AUDI,Gris,B,25
2017S007404    ,Furgoneta,KANGOO,RENAULT,Blanco,B,11
2017S007404    ,Furgoneta,MASTER,RENAULT,Desconocido,B,9
2017S007405    ,Motocicleta,CB 500,HONDA,Negro,A,2
2017S007405    ,Turismo,IBIZA,SEAT,Blanco,B,20
2017S007406    ,Motocicleta,YP 125,YAMAHA,Desconocido,B,Desconocido
2017S007406    ,Turismo,LEON,SEAT,Blanco,B,7
2017S007407    ,Taxi,PRIUS,TOYOTA,Negro/Amarillo,B,4
2017S007408    ,"Camión <= 3,5 Tm", ,MERCEDES-BENZ,Desconocido,B,20
2017S007409    ,Ciclomotor,PEOPLE S 5,KYMCO,Desconocido,B,5
2017S007409    ,Turismo,ML 280 CDI,MERCEDES-BENZ,Desconocido,B,37
2017S007410    ,Bicicleta,ROCKRIDER,DECATHLON,Desconocido,Desconocido,Desconocido
2017S007410    ,Motocicleta,ACTIV 125,KYMCO,Blanco,B,8
2017S007411    ,Turismo,MAGENTIS,KIA,Gris,B,1
2017S007412    ,Furgoneta,COMBO,OPEL,Azul,B,12
2017S007412    ,Taxi,TOLEDO,SEAT,Negro/Amarillo,B,11
2017S007412    ,Turismo,COOPER,MINI,Blanco,B,10
2017S007413    ,Motocicleta,GRAND DINK,KYMCO,Gris,B,16
2017S007414    ,Turismo,SAXO,CITROEN,granate,B,23
2017S007415    ,Ciclomotor,LIBERTY,PIAGGIO,Negro,B,3
2017S007415    ,Furgoneta,Desconocido,Desconocido,Blanco,B,13
2017S007416    ,Motocicleta,SH 100,HONDA,Negro,B,10
2017S007416    ,Turismo,SPORTAGE,KIA,Negro,B,14
2017S007417    ,Motocicleta,CB 500,HONDA,Amarillo,A2,1
2017S007417    ,Turismo,ELANTRA,HYUNDAI,Azul,B,4
2017S007418    ,Autobús,CITTOUR,IVECO FIAT,Rojo,D,3
2017S007419    ,Motocicleta,Desconocido,KAWASAKI,Desconocido,A,23
2017S007419    ,Turismo,COUPE,HYUNDAI,Rojo,B,16
2017S007420    ,Motocicleta,GPD125 A,YAMAHA,Gris,B,5
2017S007420    ,Turismo,MOKKA,OPEL,Blanco,B,53
2017S007421    ,Motocicleta,SCOOPY,HONDA,Azul,A,22
2017S007421    ,Turismo,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2017S007422    ,Motocicleta,XC 125,YAMAHA,Negro,B,14
2017S007422    ,Taxi,Altea,SEAT,Negro/Amarillo,B,5
2017S007423    ,Furgoneta,NEMO,CITROEN,Blanco,B,23
2017S007424    ,Motocicleta,SH 125,HONDA,Negro,B,6
2017S007424    ,Turismo,307,PEUGEOT,Gris,B,41
2017S007425    ,Bicicleta, ,BTWIN,Negro,Desconocido,Desconocido
2017S007425    ,Taxi,OCTAVIA,SKODA,Negro/Amarillo,B,14
2017S007426    ,Motocicleta,BURGMAN,SUZUKI,Azul,A,46
2017S007426    ,Turismo,QASHQAI,NISSAN,Negro,B,47
2017S007427    ,Motocicleta,X-7,PIAGGIO,Negro,B,32
2017S007427    ,Turismo,CRUZE,CHEVROLET,Blanco,B,23
2017S007427    ,Turismo,CRV,HONDA,Negro,Desconocido,Desconocido
2017S007428    ,Motocicleta,NC 700,HONDA,Gris,A2,6
2017S007428    ,Turismo,V40,VOLVO,Negro,B,13
2017S007429    ,Turismo,9-3,SAAB,Gris,B,38
2017S007429    ,Turismo,MICRO,SMART,Blanco,B1,6
2017S007430    ,Ciclomotor,CS50,YAMAHA,Azul,Desconocido,2
2017S007430    ,Turismo,POLO,VOLKSWAGEN,Blanco,B,29
2017S007431    ,"Camión > 3,5 Tm",TGL,MAN,Naranja,C,22
2017S007431    ,Motocicleta,CBR 125,HONDA,Negro,A,28
2017S007431    ,Turismo,407,PEUGEOT,Negro,B,15
2017S007432    ,Motocicleta,YUPPY,HONDA,Rojo,A1,34
2017S007432    ,Turismo,XC 60,VOLVO,Negro,B,7
2017S007433    ,Turismo,CLIO,RENAULT,Gris,B,34
2017S007433    ,Turismo,FOCUS,FORD,Negro,B,15
2017S007434    ,Motocicleta,XJ 6,YAMAHA,Gris,A2,1
2017S007434    ,Turismo,RAV - 4,TOYOTA,Gris,B,47
2017S007435    ,Furgoneta,35S11,IVECO FIAT,Naranja,B,21
2017S007435    ,Motocicleta,SH 125,HONDA,Negro,A,14
2017S007436    ,Taxi,OCTAVIA,SKODA,Negro/Amarillo,B,12
2017S007437    ,Motocicleta,SCOOPY 125,HONDA,Azul,B,26
2017S007437    ,Turismo,Desconocido,Desconocido,Blanco,Desconocido,Desconocido
2017S007438    ,Turismo,C3,CITROEN,Negro,B,8
2017S007438    ,Turismo,POLO,VOLKSWAGEN,Negro,B,33
2017S007439    ,Furgoneta,DOBLO,FIAT,Blanco,B,38
2017S007439    ,Turismo,AYGO,TOYOTA,Blanco,B,14
2017S007440    ,Motocicleta,SYMPHONY,SYM,Negro,B,29
2017S007441    ,"Camión <= 3,5 Tm",Premium,RENAULT,Desconocido,C,1
2017S007442    ,Furgoneta,VIVARO,OPEL,Blanco,B,9
2017S007442    ,Motocicleta,X Max,YAMAHA,Negro,A,21
2017S007443    ,Furgoneta,BOXER,PEUGEOT,Blanco,B,13
2017S007443    ,Motocicleta,SH 125,HONDA,Negro,B,17
2017S007444    ,"Camión > 3,5 Tm",9.150,MAN,Blanco,C,33
2017S007445    ,Furgoneta,KANGOO,RENAULT,Blanco,B,23
2017S007445    ,Furgoneta,TRANSIT,FORD,Blanco,B,34
2017S007445    ,Turismo,TIGUAN,VOLKSWAGEN,Blanco,B,49
2017S007446    ,Ciclomotor,TWEET,PEUGEOT,Negro,B,3
2017S007446    ,Turismo,CRUZE,CHEVROLET,Blanco,B,39
2017S007447    ,Turismo,323,BMW,Azul,B,34
2017S007447    ,Turismo,SOUL,KIA,Negro,B,48
2017S007448    ,Ciclomotor,SH 50,HONDA,Negro,B,3
2017S007448    ,Furgoneta,515,MERCEDES-BENZ,Blanco,B,1
2017S007449    ,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2017S007449    ,Taxi,Altea,SEAT,Negro/Amarillo,B,10
2017S007450    ,Furgoneta,PARTNER,PEUGEOT,Blanco,B,2
2017S007450    ,Motocicleta,SUPER DINK 125,KYMCO,Gris,B,15
2017S007451    ,"Camión <= 3,5 Tm",DUCATO,FIAT,Blanco,B,40
2017S007451    ,Furgoneta,111 CDI,MERCEDES-BENZ,granate,B,15
2017S007451    ,Turismo,218d,BMW,Blanco,B,21
2017S007451    ,Turismo,FOCUS,FORD,Gris,B,16
2017S007452    ,Motocicleta,AGILITY CI,KYMCO,Blanco,A,13
2017S007452    ,Taxi,PRIUS ADVA,TOYOTA,Negro/Amarillo,B,6
2017S007453    ,Turismo,CORSA,OPEL,Gris,B,8
2017S007453    ,Turismo,FABIA 1.4,SKODA,Negro,B,4
2017S007454    ,Motocicleta,VS 125,SYM,Blanco,B,25
2017S007454    ,Turismo,GOLF,VOLKSWAGEN,granate,B,6
2017S007455    ,Turismo,C6,CITROEN,Negro,B,48
2017S007455    ,Turismo,MEGANE,RENAULT,Gris,B,49
2017S007456    ,Turismo,207,PEUGEOT,Gris,B,21
2017S007456    ,Turismo,FOCUS,FORD,Azul,B,56
2017S007457    ,Motocicleta,GSR 600,SUZUKI,Desconocido,A,4
2017S007457    ,Turismo,A 200,MERCEDES-BENZ,Blanco,B,22
2017S007458    ,Tractocamión,FH,VOLVO,Desconocido,Desconocido,Desconocido
2017S007458    ,Turismo,CLK270,MERCEDES-BENZ,Negro,B,41
2017S007459    ,Autobús,CITARO,MERCEDES-BENZ,Rojo,D,1
2017S007459    ,Turismo,Desconocido,KIA,Blanco,B,43
2017S007460    ,Motocicleta,T MAX,YAMAHA,Gris,A,3
2017S007461    ,Motocicleta,Sport City,APRILIA,Negro,B,8
2017S007461    ,Turismo,COROLLA,TOYOTA,Gris,B,1
2017S007462    ,Turismo,307,PEUGEOT,Azul,B,2
2017S007463    ,Furgoneta,Desconocido,Desconocido,Blanco,Desconocido,Desconocido
2017S007463    ,Motocicleta,SH 125,HONDA,Gris,A,10
2017S007464    ,Autobús,NG 313,MAN,Rojo,D,21
2017S007465    ,Autobús,7900,VOLVO,Desconocido,D,11
2017S007466    ,Motocicleta,UH 125,SUZUKI,Negro,B,8
2017S007466    ,Taxi,PRIUS,TOYOTA,Negro/Amarillo,B,19
2017S007467    ,Motocicleta,FIDDLE II 125,SYM,Blanco,A1,1
2017S007468    ,Autobús,Desconocido,SCANIA,Blanco,D,2
2017S007468    ,Motocicleta,MT 125,YAMAHA,Gris,B,8
2017S007469    ,Motocicleta,FORZA,HONDA,Negro,A,10
2017S007469    ,Taxi,PRIUS,TOYOTA,Negro/Amarillo,B,44
2017S007470    ,Motocicleta,Sport City,APRILIA,Negro,A,29
2017S007470    ,Taxi,TOLEDO,SEAT,Negro/Amarillo,BTP,3
2017S007471    ,Motocicleta,Beverly,PIAGGIO,Negro,A,14
2017S007471    ,Motocicleta,SH 125,HONDA,Azul,A,1
2017S007472    ,Autobús,O 530,MERCEDES-BENZ,Rojo,D,13
2017S007472    ,"Camión <= 3,5 Tm",Desconocido,MERCEDES-BENZ,Blanco,B,6
2017S007473    ,Motocicleta,SH 125,HONDA,Blanco,B,2
2017S007473    ,Turismo,156,ALFA ROMEO,Gris,B,5
2017S007473    ,Turismo,IBIZA,SEAT,Gris,B,4
2017S007474    ,Motocicleta,Sport City,APRILIA,Gris,A1,40
2017S007474    ,Turismo,XSARA PICASSO,CITROEN,Negro,B,9
2017S007475    ,Bicicleta, ,BICING,Blanco,B,22
2017S007475    ,Turismo,FORFOUR,SMART,Negro,B,47
2017S007476    ,Furgoneta,COMBO,OPEL,Blanco,B,6
2017S007476    ,Motocicleta,SH 125,HONDA,Gris,B,14
2017S007477    ,Bicicleta, ,CONOR,Verde,Desconocido,Desconocido
2017S007477    ,Ciclomotor,SYMPHONY,SYM,Blanco,Desconocido,Desconocido
2017S007477    ,Furgoneta,SCUDO,FIAT,Blanco,B,11
2017S007477    ,Motocicleta,SH300A,HONDA,Negro,Desconocido,Desconocido
2017S007478    ,Autobús, ,MERCEDES-BENZ,Blanco,DE,20
2017S007478    ,Bicicleta,Desconocido,BICING,Rojo,Desconocido,Desconocido
2017S007479    ,Motocicleta,NES 150,HONDA,Gris,A2,5
2017S007479    ,Turismo,CORSA,OPEL,Negro,Desconocido,Desconocido
2017S007480    ,Motocicleta,SYMPHONY,SYM,Negro,B,13
2017S007480    ,Turismo,QASHQAI,NISSAN,Violeta,B,23
2017S007481    ,Motocicleta,R 1200 C,BMW,Blanco,A,11
2017S007481    ,Taxi,AVENSIS,TOYOTA,Gris,B,21
2017S007482    ,Motocicleta,FORESIGHT,HONDA,Negro,B,Desconocido
2017S007482    ,Turismo,LEON,SEAT,Blanco,B,10
2017S007483    ,Motocicleta,AGILITY 125,KYMCO,Desconocido,B,9
2017S007483    ,Turismo,COOPER,MINI,Blanco,B,16
2017S007484    ,Furgoneta,PARTNER,PEUGEOT,Azul,B,4
2017S007484    ,Motocicleta,SH 125,HONDA,granate,B,24
2017S007485    ,Motocicleta,HD 125,SYM,Blanco,A1,4
2017S007485    ,Turismo,147,ALFA ROMEO,Negro,B,15
2017S007486    ,Autobús,NL 243 F/G,MAN,Rojo,D,11
2017S007487    ,Turismo,Altea,SEAT,granate,B,53
2017S007488    ,Motocicleta,CBR 125,HONDA,Blanco,A1,3
2017S007488    ,Turismo,VECTRA,OPEL,Gris,Desconocido,Desconocido
2017S007488    ,Turismo,YARIS,TOYOTA,Blanco,B,5
2017S007489    ,Furgoneta, ,Desconocido,Amarillo,Desconocido,Desconocido
2017S007490    ,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2017S007490    ,Turismo,Desconocido,BMW,Gris,Desconocido,Desconocido
2017S007491    ,Bicicleta, ,Desconocido,Negro,Desconocido,Desconocido
2017S007491    ,Turismo,POLO,VOLKSWAGEN,Negro,B,2
2017S007492    ,Bicicleta, ,BICING,Otros,Desconocido,Desconocido
2017S007492    ,Turismo,306,PEUGEOT,granate,B,7
2017S007493    ,Motocicleta,Vision,HONDA,Gris,B,12
2017S007493    ,Taxi,LODGY,DACIA,Amarillo,B,12
2017S007494    ,Motocicleta,FMX 650,HONDA,Negro,A2,4
2017S007494    ,Turismo,MATRIX,HYUNDAI,Gris,B,25
2017S007495    ,Motocicleta,LIBERTY 125,PIAGGIO,Blanco,B,5
2017S007495    ,Turismo,360 MONDENA,FERRARI,Rojo,B,40
2017S007496    ,Motocicleta,BESBI,DAELIM,Blanco,B,9
2017S007497    ,Motocicleta,AGILITY 125,KYMCO,Negro,B,43
2017S007497    ,Turismo,318,BMW,Negro,B,12
2017S007498    ,Turismo,PASSAT,VOLKSWAGEN,Azul,B,26
2017S007499    ,Turismo,Desconocido,Desconocido,Negro,Desconocido,Desconocido
2017S007500    ,Autobús,HYBRID H18,SOLARIS,Rojo,D1E,21
2017S007501    ,Furgoneta,PARTNER,PEUGEOT,Azul,B,21
2017S007501    ,Turismo,TOLEDO,SEAT,Verde,B,4
2017S007502    ,Furgoneta,EXPERT,PEUGEOT,Blanco,B,3
2017S007503    ,Motocicleta,GRAND DINK,KYMCO,Negro,A,17
2017S007503    ,Turismo,A4,AUDI,Azul,B,14
2017S007504    ,Bicicleta,Desconocido,Desconocido,Negro,Desconocido,Desconocido
2017S007504    ,Turismo,318,BMW,Negro,B,11
2017S007505    ,Taxi,CADDY,VOLKSWAGEN,Negro/Amarillo,B,14
2017S007505    ,Turismo,E 280,MERCEDES-BENZ,Gris,B,15
2017S007506    ,Turismo,ACCORD,HONDA,Desconocido,Desconocido,Desconocido
2017S007506    ,Turismo,KIA RIO,KIA,Gris,B,52
2017S007507    ,Motocicleta,RV 125,SUZUKI,Rojo,B,10
2017S007507    ,Turismo,CLIO,RENAULT,Verde,B,10
2017S007508    ,Turismo,4007,PEUGEOT,Negro,B,48
2017S007508    ,Turismo,A1 SPORTBA,AUDI,Blanco,B,3
2017S007508    ,Turismo,CT 200,LEXUS,Negro,B,9
2017S007509    ,Turismo,C3,CITROEN,Beige,B,17
2017S007510    ,Furgoneta,PRIMASTAR,NISSAN,Blanco,B,14
2017S007510    ,Turismo,GOLF,VOLKSWAGEN,Blanco,B,8
2017S007511    ,Motocicleta,VESPA 125,PIAGGIO,Negro,B,45
2017S007512    ,Turismo,A3,AUDI,Negro,B,17
2017S007512    ,Turismo,IBIZA,SEAT,Azul,B,12
2017S007513    ,Furgoneta,JUMPER,CITROEN,Negro,B,29
2017S007513    ,Motocicleta,PEOPLE 125,KYMCO,Negro,A,26
2017S007514    ,Bicicleta, ,BTWIN,Negro,Desconocido,Desconocido
2017S007514    ,Motocicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2017S007515    ,Turismo,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2017S007516    ,Ciclomotor,AGILITY 50,KYMCO,Otros,B,Desconocido
2017S007516    ,Taxi,RAPID,SKODA,Negro/Amarillo,B,34
2017S007517    ,Motocicleta, ,BENELLI,Blanco,A2,3
2017S007518    ,Turismo,IBIZA,SEAT,Gris,B,3
2017S007520    ,Motocicleta,Vision,HONDA,Blanco,B,12
2017S007520    ,Turismo,ALMERA,NISSAN,Gris,B,21
2017S007521    ,Motocicleta,MT 03,YAMAHA,Negro,A2,2
2017S007521    ,Turismo,IBIZA,SEAT,Azul,B,6
2017S007522    ,Motocicleta,SH 125,HONDA,Negro,A1,1
2017S007522    ,Turismo,INSIGNIA,OPEL,Blanco,B,25
2017S007523    ,Motocicleta,SH 150,HONDA,Negro,A2,5
2017S007523    ,Turismo,C 200,MERCEDES-BENZ,Negro,B,11
2017S007524    ,Ciclomotor,SUPER 9,KYMCO,Negro,B,2
2017S007524    ,Motocicleta,PCX,HONDA,Negro,B,10
2017S007525    ,Motocicleta,YBR 125,YAMAHA,Negro,B,6
2017S007525    ,Turismo,TOURAN,VOLKSWAGEN,Gris,B,12
2017S007526    ,Turismo,ASTRA,OPEL,Azul,B,11
2017S007526    ,Turismo,PASSAT,VOLKSWAGEN,Marrón,B,21
2017S007527    ,Motocicleta,T MAX,YAMAHA,Negro,A,2
2017S007527    ,Turismo,VERSO,TOYOTA,Negro,B,21
2017S007528    ,Autobús, ,VOLVO,Otros,D,12
2017S007529    ,Motocicleta,XP500A,YAMAHA,Negro,A,31
2017S007529    ,Turismo,CX 5,MAZDA,Blanco,B,30
2017S007530    ,Ciclomotor,YN50R,YAMAHA,Negro,B,5
2017S007530    ,Furgoneta,SPRINTER,MERCEDES-BENZ,Rojo,B,24
2017S007531    ,Motocicleta,SH 125,HONDA,Negro,B,11
2017S007531    ,Turismo,CORDOBA,SEAT,Gris,B,10
2017S007532    ,Turismo,300M,CHRYSLER,Otros,B,10
2017S007532    ,Turismo,OPTIMA,KIA,Negro,Desconocido,Desconocido
2017S007532    ,Turismo,V40,VOLVO,Desconocido,B,14
2017S007533    ,Motocicleta,LEAD,HONDA,granate,B,3
2017S007533    ,Turismo,C4,CITROEN,Negro,B,15
2017S007534    ,Motocicleta,BESBI,DAELIM,Negro,A,31
2017S007534    ,Turismo,IBIZA,SEAT,Gris,B,8
2017S007536    ,Bicicleta,Desconocido,BICING,Desconocido,Desconocido,Desconocido
2017S007536    ,Bicicleta,Desconocido,Desconocido,granate,Desconocido,Desconocido
2017S007537    ,Turismo,307,PEUGEOT,Gris,B,11
2017S007537    ,Turismo,93,SAAB,Negro,Desconocido,28
2017S007538    ,Turismo,C4 CACTUS,CITROEN,Dorado,B,3
2017S007538    ,Turismo,XSARA PICASSO,CITROEN,Dorado,B,9
2017S007539    ,Motocicleta,SES 125,HONDA,Blanco,Desconocido,Desconocido
2017S007539    ,Turismo,Altea,SEAT,Blanco,B,11
2017S007540    ,Furgoneta,JUMPY,CITROEN,Blanco,B,10
2017S007540    ,Motocicleta,YP 125,YAMAHA,Negro,B,6
2017S007541    ,Furgoneta,DUCATO,FIAT,Blanco,B,17
2017S007541    ,Turismo,ALHAMBRA,SEAT,Gris,B,35
2017S007541    ,Turismo,Rodius,SSANGYONG,Gris,B,26
2017S007542    ,Furgoneta,DOBLO,FIAT,Blanco,B,39
2017S007542    ,Turismo,ALTEA XL E,SEAT,Gris,B,41
2017S007542    ,Turismo,DUSTER,DACIA,Gris,B,24
2017S007543    ,Motocicleta,Vision,HONDA,Gris,B,4
2017S007543    ,Motocicleta,ZN 125,ZNEN,Negro,B,6
2017S007544    ,Ciclomotor,SH 50,HONDA,Negro,AM,2
2017S007544    ,Turismo,LEON,SEAT,Blanco,B,21
2017S007545    ,Motocicleta,Beverly,PIAGGIO,Blanco,B,18
2017S007545    ,Motocicleta,Desconocido,HONDA,granate,B,12
2017S007545    ,Turismo,Desconocido,FIAT,Blanco,B,3
2017S007546    ,Turismo,500,FIAT,Azul,B,5
2017S007546    ,Turismo,PRIUS,TOYOTA,Blanco,B,36
2017S007547    ,Motocicleta,SW T 400,HONDA,Blanco,A,29
2017S007547    ,Motocicleta,ZAHARA,KEEWAY,Beige,B,18
2017S007547    ,Turismo,Q5,AUDI,Negro,B,30
2017S007548    ,Motocicleta,ANC 125,HONDA,Negro,B,7
2017S007548    ,Turismo,NOTE,NISSAN,Negro,B,10
2017S007549    ,Motocicleta,SH 125,HONDA,Negro,B,22
2017S007549    ,Turismo,CORSA,OPEL,Blanco,A,33
2017S007550    ,Motocicleta,GZ 125,SUZUKI,Blanco,A1,7
2017S007550    ,Taxi,PRIUS,TOYOTA,Negro/Amarillo,B,10
2017S007551    ,Furgoneta,TRANSIT,FORD,Negro,B,33
2017S007551    ,Motocicleta,NSX,HONDA,Negro,B,16
2017S007551    ,Turismo,MAZDA 2,MAZDA,Blanco,Desconocido,Desconocido
2017S007552    ,Cuadriciclo <75cc, ,AIXAM,Desconocido,AM,21
2017S007552    ,Turismo,A 160,MERCEDES-BENZ,Negro,B,25
2017S007553    ,Motocicleta,CBF 600,HONDA,Gris,A,16
2017S007553    ,Turismo,SANDERO,DACIA,Azul,B,20
2017S007554    ,Motocicleta, ,HARLEY DAVIDSON,Negro,A,12
2017S007554    ,Taxi,LODGY,DACIA,Negro/Amarillo,B,49
2017S007555    ,Motocicleta,AGILITY 125,KYMCO,Gris,A,1
2017S007555    ,Turismo,Q5,AUDI,Azul,B,44
2017S007556    ,Bicicleta,Desconocido,Desconocido,Negro,Desconocido,Desconocido
2017S007557    ,Motocicleta,CROSS CITY,DERBI,Negro,A1,2
2017S007557    ,Taxi,LODGY,DACIA,Negro,B,3
2017S007558    ,Motocicleta,SH125AD,HONDA,Blanco,B,19
2017S007558    ,Turismo,CAPTIVA,CHEVROLET,Negro,B,21
2017S007559    ,Bicicleta,Desconocido,Desconocido,Beige,Desconocido,Desconocido
2017S007560    ,Autobús,0530,MERCEDES-BENZ,Rojo,D,13
2017S007560    ,Motocicleta,WW125EX2,HONDA,Blanco,B,23
2017S007561    ,Motocicleta,LIBERTY,PIAGGIO,Blanco,B,23
2017S007561    ,Turismo,300,MERCEDES-BENZ,Gris,B,57
2017S007562    ,Motocicleta,SH 150,HONDA,Gris,A2,11
2017S007562    ,Turismo,XSARA,CITROEN,Gris,B,18
2017S007563    ,Ciclomotor,SYMPHONY 1,SYM,Blanco,B,30
2017S007563    ,Turismo,IBIZA,SEAT,Blanco,B,55
2017S007564    ,Motocicleta,RS 125,APRILIA,Negro,A2,1
2017S007564    ,Turismo,IBIZA,SEAT,Blanco,B,31
2017S007565    ,Turismo,208,PEUGEOT,Gris,B,4
2017S007565    ,Turismo,Altea,SEAT,Blanco,B,14
2017S007565    ,Turismo,GOLF,VOLKSWAGEN,Gris,B,33
2017S007565    ,Turismo,KUGA,FORD,Blanco,B,30
