Num_expediente,Tipo_vehiculo,Modelo,Marca,Color,Tipo_carnet,Antiguedad_carnet
2015S000197,Turismo,5008,PEUGEOT,Blanco,B,29
2015S008109,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2015S001908,Motocicleta,FORZA,HONDA,Azul,A,24
2015S009732,Motocicleta,IRIS 200,VESPA,Azul,A,22
2015S004795,Motocicleta,XT 660,YAMAHA,Azul,B,11
2015S006337,Bicicleta,Desconocido,Desconocido,Azul,Desconocido,Desconocido
2015S006337,Ciclomotor,VESPA,PIAGGIO,Gris,AM,8
2015S002731,Turismo,PARTNER,PEUGEOT,Gris,B,48
2015S007296,Motocicleta,DR Z,SUZUKI,Amarillo,A2,2
2015S006502,Bicicleta,Desconocido,BICING,Blanco,Desconocido,Desconocido
2015S000580,Motocicleta,X Max,YAMAHA,Negro,B,11
2015S002557,Turismo,A4,AUDI,granate,B,2
2015S005730,Turismo,VECTRA,OPEL,Azul,B,22
2015S009084,Turismo,VOYAGER,CHRYSLER,Azul,B,23
2015S009084,Ciclomotor,PEOPLE 50,KYMCO,Negro,B,7
2015S001413,Turismo,ASTRA,OPEL,Negro,Desconocido,Desconocido
2015S004894,Turismo,C2,CITROEN,Otros,Desconocido,Desconocido
2015S000847,Turismo,320,BMW,Gris,B,25
2015S002676,Ciclomotor,Sport City,APRILIA,Negro,B,3
2015S004064,Motocicleta,BURGMAN,SUZUKI,Gris,B,28
2015S005003,Turismo,FOCUS,FORD,Verde,B,27
2015S003961,Autobús,CITARO,MERCEDES-BENZ,Rojo,D,9
2015S009623,Autobús,NG 313,MAN,Rojo,DE,10
2015S002827,Motocicleta,PS 125,HONDA,Negro,B,11
2015S006233,Turismo,CORDOBA,SEAT,Azul,B,1
2015S006767,Turismo,TOLEDO,SEAT,Gris,Desconocido,Desconocido
2015S009713,Furgoneta,108 CDI,MERCEDES-BENZ,Azul,B,9
2015S004569,Turismo,KUGA,FORD,Negro,B,21
2015S001215,Furgoneta,VANEO,MERCEDES-BENZ,Desconocido,B,21
2015S007211,Ciclomotor,TYPHOON 50,PIAGGIO,Azul,Desconocido,Desconocido
2015S001748,Turismo,ESCORT,FORD,Rojo,B,37
2015S004953,Turismo,PASSAT,VOLKSWAGEN,Negro,B,22
2015S003973,Turismo,S60,VOLVO,Blanco,B,37
2015S009736,Tractocamión,400 18T,RENAULT,Blanco,CE,29
2015S000831,Taxi,OCTAVIA,SKODA,Negro,B,37
2015S006242,Turismo,QASHQAI,NISSAN,Gris,B,11
2015S001974,Turismo,LEON,SEAT,Negro,B,18
2015S008281,Turismo,POLO,VOLKSWAGEN,Negro,B,1
2015S001291,Ciclomotor,LIBERTY 50,PIAGGIO,Negro,B,1
2015S005129,Turismo,ML 270,MERCEDES-BENZ,Gris,B,Desconocido
2015S006922,Turismo,YARIS,TOYOTA,Blanco,B,22
2015S005774,Autobús articulado,NG 313,MAN,Rojo,DE,26
2015S006639,Turismo,MINI MAN,BMW,Blanco,B,19
2015S006639,Turismo,C4,CITROEN,Blanco,B,6
2015S009853,Turismo,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2015S001142,Turismo,PRIMERA,NISSAN,Gris,B,26
2015S003897,Turismo,IBIZA,SEAT,Gris,B,19
2015S005373,Ciclomotor,LIBERTY 50,PIAGGIO,Gris,AM,7
2015S006303,Furgoneta,BERLINGO,CITROEN,Gris,B,8
2015S008181,Motocicleta,LEAD,HONDA,Blanco,Desconocido,Desconocido
2015S005496,Turismo,I 30,HYUNDAI,Negro,B,11
2015S006028,Taxi,E 220,MERCEDES-BENZ,Negro/Amarillo,BTP,7
2015S002422,Turismo,ASTRA,OPEL,Negro,B,27
2015S000782,Turismo,SCENIC,RENAULT,Negro,B,6
2015S002872,Furgoneta,BOX,PEUGEOT,Desconocido,B,8
2015S009483,Turismo,C 220,MERCEDES-BENZ,Gris,B,35
2015S001942,Motocicleta,SYMPHONY,SYM,Blanco,B,10
2015S000788,Turismo,YPSILON,LANCIA,Gris,B,57
2015S000124,Motocicleta,F 800,BMW,Blanco,A2,1
2015S000585,Motocicleta,SH 125,HONDA,Gris,B,26
2015S002416,Turismo,MEGANE,RENAULT,Azul,B,40
2015S007702,Furgoneta,CONNECT,FORD,Blanco,B,10
2015S000152,Turismo,Altea,SEAT,Blanco,B,42
2015S002606,Ciclomotor,CS 50 Z,YAMAHA,Blanco,B,2
2015S009272,Turismo,COUPE,HYUNDAI,Azul,B,10
2015S003504,Turismo,ZX,CITROEN,Blanco,Desconocido,Desconocido
2015S003504,Turismo,OUTLANDER,MITSUBISHI,Gris,Desconocido,Desconocido
2015S009196,Furgoneta,VIVARO,OPEL,Blanco,B,8
2015S005728,Turismo,MEGANE,RENAULT,Blanco,B,15
2015S000800,Turismo,VOYAGER,CHRYSLER,Gris,B,36
2015S006777,Tractocamión,STRALIS,IVECO FIAT,Blanco,CE,4
2015S006777,Turismo,FIESTA,FORD,Blanco,B,30
2015S005773,Turismo,GOLF,VOLKSWAGEN,Blanco,B,8
2015S005773,Turismo,A4,AUDI,Blanco,B,49
2015S004959,Motocicleta,PES,HONDA,Negro,A,4
2015S002442,Motocicleta,990,KTM,Negro,B,8
2015S004285,Turismo,A3,AUDI,Negro,B,2
2015S005581,Taxi,PRIUS,TOYOTA,Negro/Amarillo,BTP,10
2015S003747,Turismo,CRUZE,CHEVROLET,Blanco,B,39
2015S000948,Turismo,CLIO,RENAULT,Gris,B,9
2015S009416,Motocicleta,PS 125,HONDA,Negro,B,16
2015S003087,Turismo,C4,CITROEN,Rojo,B,28
2015S009731,Turismo,ASTRA,OPEL,Negro,B,1
2015S002035,Turismo,C2,CITROEN,Rojo,B,1
2015S003921,Motocicleta,NT 650,HONDA,Verde,A,27
2015S009087,"Camión > 3,5 Tm",Desconocido,MERCEDES-BENZ,Naranja,C,9
2015S006773,Turismo,A6,AUDI,Azul,B,40
2015S009540,Turismo,XSARA PICASSO,CITROEN,Azul,B,26
2015S006129,Turismo,A4,AUDI,Azul,B,35
2015S004903,Turismo,PATHFINDER,NISSAN,Gris,B,12
2015S004729,Turismo,MONDEO,FORD,Azul,B,20
2015S009558,Turismo,CORDOBA,SEAT,Rojo,B,19
2015S000845,Turismo,FOCUS,FORD,Verde,B,8
2015S008659,Turismo,TOLEDO,SEAT,Blanco,B,4
2015S006453,Turismo,SANDERO,DACIA,Azul,B,7
2015S000063,Motocicleta,Varadero,HONDA,Azul,B,25
2015S002307,Motocicleta,SUPER DINK 300,KYMCO,Blanco,A,19
2015S000445,Turismo,LEON,SEAT,Blanco,B,10
2015S001445,Turismo,A3,AUDI,Negro,B,13
2015S009959,Turismo,CARNIVAL,KIA,Azul,B,33
2015S003065,Turismo,XSARA PICASSO,CITROEN,Gris,Desconocido,Desconocido
2015S008877,Turismo,LEON,SEAT,Gris,B,1
2015S004631,Ciclomotor,Desconocido,GILERA,Negro,B,2
2015S000136,Turismo,CIVIC,HONDA,Verde,B,32
2015S001659,Turismo,C3,CITROEN,Plateado,Desconocido,Desconocido
2015S004531,Turismo,IBIZA,SEAT,Blanco,B,4
2015S006692,Turismo,DEMIO,MAZDA,Gris,B,7
2015S004647,Motocicleta,XN 125,YAMAHA,Negro,B,14
2015S009111,Turismo,207,PEUGEOT,Blanco,B,2
2015S007743,Turismo,PRIMERA,NISSAN,Dorado,B,17
2015S005942,Turismo,XSARA PICASSO,CITROEN,Negro,B,30
2015S009254,Turismo,530,BMW,Otros,Desconocido,Desconocido
2015S009254,Turismo,RAPID,SKODA,Blanco,B,8
2015S000573,Furgoneta,TOURNEO,FORD,Negro,B,11
2015S008237,Motocicleta,SH 125,HONDA,Negro,B,21
2015S008495,Turismo,FOCUS,FORD,Negro,B,11
2015S008495,Turismo,B200,MERCEDES-BENZ,Negro,B,39
2015S006973,Turismo,LEON,SEAT,Negro,B,8
2015S004375,Turismo,FOCUS,FORD,Verde,B,4
2015S009900,Furgoneta,JUMPY,CITROEN,Gris,B,29
2015S009900,Turismo,GOLF,VOLKSWAGEN,Negro,B,11
2015S008084,Furgoneta,VITO,MERCEDES-BENZ,Rojo,B,10
2015S006827,Turismo,GOLF,VOLKSWAGEN,Negro,B,12
2015S002344,Turismo,Modus,RENAULT,Negro,B,10
2015S002344,Furgoneta,PRIMASTAR,NISSAN,Blanco,B,3
2015S008904,Ciclomotor,CW 50 RS,MBK,Amarillo,B,2
2015S000220,Motocicleta,NEXUS,GILERA,Negro,A2,1
2015S008235,Turismo,307,PEUGEOT,Gris,B,21
2015S007832,Motocicleta,VERSIS,KAWASAKI,Gris,A,24
2015S006029,Motocicleta,Desconocido,YAMAHA,Desconocido,A2,5
2015S005807,Turismo,GOLF,VOLKSWAGEN,Gris,B,21
2015S004912,Tractocamión,Desconocido,IVECO FIAT,Desconocido,C,Desconocido
2015S003436,Turismo,FOCUS,FORD,Azul,B,33
2015S003391,Turismo,IBIZA,SEAT,Rojo,B,11
2015S004659,Ciclomotor,LIBERTY 50,PIAGGIO,Negro,AM,8
2015S007423,Turismo,SCENIC,RENAULT,Rojo,B,27
2015S001364,Autobús,Cityclass,IVECO FIAT,Rojo,D,7
2015S004325,"Camión > 3,5 Tm",Desconocido,VOLVO,Blanco,C,8
2015S008919,Motocicleta,SH 150,HONDA,Desconocido,A,31
2015S005540,Bicicleta,Desconocido,DAHON,Negro,Desconocido,Desconocido
2015S006456,Furgoneta,CADDY,VOLKSWAGEN,Blanco,B,40
2015S009981,Ciclomotor,SH 50,HONDA,Azul,Desconocido,Desconocido
2015S006832,Motocicleta,CG 125,HONDA,Azul,B,13
2015S007884,Motocicleta,NC 700,HONDA,Blanco,A2,1
2015S004932,Ciclomotor,NEO'S,YAMAHA,Gris,AM,31
2015S002529,Motocicleta,SH 125,HONDA,Rojo,B,16
2015S005088,Ciclomotor,TWEET 50,PEUGEOT,Blanco,Desconocido,22
2015S004741,Furgoneta,EXPERT,PEUGEOT,Blanco,B,37
2015S007011,Ciclomotor,YH 50,YAMAHA,Negro,B,2
2015S004395,Turismo,MEGANE,RENAULT,Blanco,B,12
2015S000531,Motocicleta,LEAD,HONDA,Rojo,A,28
2015S009834,Turismo,IBIZA,SEAT,Blanco,BTP,48
2015S009834,Taxi,PRIUS,TOYOTA,Negro/Amarillo,BTP,8
2015S000395,Motocicleta,BURGMAN,SUZUKI,Gris,B,32
2015S002088,Motocicleta,Desconocido,KYMCO,Blanco,B,15
2015S008179,Motocicleta,Desconocido,SUZUKI,Negro,A,22
2015S002056,Taxi,TOLEDO,SEAT,Negro/Amarillo,BTP,34
2015S008544,Motocicleta,XVS 650 DRAG STAR,YAMAHA,Naranja,A,31
2015S006090,Ciclomotor,SH 50,HONDA,Negro,AM,9
2015S005786,Ciclomotor,NEO'S,YAMAHA,Gris,AM,13
2015S004681,Ciclomotor,YN 50,YAMAHA,Azul,B,9
2015S009559,Taxi,OCTAVIA,SKODA,Amarillo,BTP,8
2015S003607,Turismo,A3,AUDI,Blanco,B,39
2015S000750,Motocicleta,SH 300,HONDA,Negro,A,24
2015S007965,Autobús,Desconocido,IVECO FIAT,Amarillo,D,3
2015S007965,Motocicleta,SH 125,HONDA,Negro,A2,1
2015S006426,Ciclomotor,KISBEE 50,PEUGEOT,Blanco,B,2
2015S000035,Turismo,ASTRA,OPEL,Gris,B,28
2015S006010,"Camión <= 3,5 Tm",ATLEON 110,NISSAN,Blanco,B,20
2015S005287,Turismo,CORSA,OPEL,Blanco,B,19
2015S001882,Motocicleta,SH 125,HONDA,Otros,B,23
2015S004702,Motocicleta,GS 500 E,SUZUKI,Rojo,A,31
2015S006612,Motocicleta,UK 110,SUZUKI,Blanco,B,8
2015S004765,Furgoneta,TRANSIT,FORD,Azul,B,1
2015S001831,Turismo,SX 4,SUZUKI,Blanco,B,32
2015S000381,Bicicleta,Desconocido,Desconocido,Gris,Desconocido,Desconocido
2015S002005,Turismo,116,BMW,Negro,B,26
2015S009300,Motocicleta,SYMPHONY,SYM,Blanco,B,Desconocido
2015S007010,Motocicleta,MIO 100,SYM,Azul,B,9
2015S000961,Motocicleta,Marathon 125,RIEJU,Negro,B,4
2015S003784,Turismo,MICRA,NISSAN,Gris,B,7
2015S002752,Motocicleta,PES,HONDA,Gris,B,23
2015S004782,Turismo,PUMA,FORD,Gris,B,1
2015S009127,Motocicleta,NSC 110,HONDA,Negro,B,11
2015S007341,Motocicleta,TWEET 125,PEUGEOT,Blanco,B,4
2015S001958,Taxi,Altea,SEAT,Negro/Amarillo,BTP,7
2015S004329,Autobús,Desconocido,VOLVO,Blanco,D,8
2015S000626,Autobús,Desconocido,IVECO FIAT,Rojo,D,20
2015S000410,Motocicleta,SH 125,HONDA,Desconocido,B,6
2015S005233,Ciclomotor,ATLANTIS,DERBI,Azul,B,7
2015S008607,Turismo,CLIO,RENAULT,Negro,B,4
2015S007599,Autobús,NG 313,MAN,Rojo,D1,28
2015S001267,Turismo,A6,AUDI,Blanco,B,34
2015S007370,Turismo,320,BMW,Negro,B,20
2015S002609,Turismo,A4,AUDI,Gris,B,54
2015S003086,Turismo,307,PEUGEOT,Gris,Desconocido,Desconocido
2015S003086,Turismo,ALMERA,NISSAN,granate,B,Desconocido
2015S009673,Taxi,E 220,MERCEDES-BENZ,Negro/Amarillo,BTP,17
2015S005738,Turismo,IBIZA,SEAT,Negro,B,7
2015S001978,Ciclomotor,LIBERTY 50,PIAGGIO,Gris,B,29
2015S008315,Motocicleta,SYMPHONY,SYM,Desconocido,A,8
2015S007622,Turismo,LEON,SEAT,Negro,Desconocido,Desconocido
2015S005422,Turismo,500,FIAT,Rojo,B,31
2015S000690,Turismo,CRV,HONDA,Negro,B,24
2015S003643,Bicicleta,Desconocido,BICING,Rojo,Desconocido,Desconocido
2015S003643,Motocicleta,BURGMAN,SUZUKI,Negro,A,28
2015S004573,Turismo,CEE D,KIA,Blanco,Desconocido,Desconocido
2015S004573,Turismo,CLIO,RENAULT,Azul,B,29
2015S006390,"Camión <= 3,5 Tm",SPRINTER,MERCEDES-BENZ,Blanco,B,16
2015S004474,Turismo,SCENIC,RENAULT,Negro,B,35
2015S009263,Motocicleta,SH 300,HONDA,Negro,A,41
2015S008603,Motocicleta,CB 600,HONDA,Negro,A,3
2015S006720,Turismo,ZAFIRA,OPEL,Gris,B,31
2015S001352,Motocicleta,SYMPHONY,SYM,Negro,B,11
2015S000802,Turismo,CORDOBA,SEAT,Blanco,B,48
2015S003211,Turismo,308,PEUGEOT,Negro,B,5
2015S004985,Ciclomotor,AEROX,YAMAHA,Azul,AM,8
2015S004985,Motocicleta,AGILITY 125,KYMCO,Negro,B,6
2015S003876,Autobús,114,SCANIA,Amarillo,D,13
2015S000073,Motocicleta,883 LOW,HARLEY DAVIDSON,Naranja,A,12
2015S002605,Turismo,A3,AUDI,Blanco,Desconocido,Desconocido
2015S003308,Turismo,SERIE 3,BMW,Azul,B,14
2015S009507,Turismo,KORANDO,SSANGYONG,Blanco,B,20
2015S009507,Turismo,C4,CITROEN,Gris,B,1
2015S004609,Turismo,XSARA,CITROEN,Gris,B,28
2015S004791,Turismo,SCENIC,RENAULT,Otros,Desconocido,Desconocido
2015S007821,Turismo,CHEROKEE,JEEP,Verde,B,1
2015S006529,Turismo,KA,FORD,Negro,B,5
2015S007509,Turismo,A4,AUDI,Negro,B,28
2015S001313,Motocicleta,ELECTRA GLIDE ULTRA CLASSIC,HARLEY DAVIDSON,Azul,A,15
2015S005685,Turismo,IBIZA,SEAT,Gris,B,8
2015S000940,Turismo,LEON,SEAT,Negro,B,7
2015S008225,Furgoneta,BOXER,PEUGEOT,Blanco,Desconocido,Desconocido
2015S005842,Motocicleta,SCOOPY 125,HONDA,Negro,B,21
2015S000349,Turismo,MEGANE,RENAULT,Gris,B,54
2015S004030,Motocicleta,CBF 600,HONDA,Negro,A,25
2015S006623,"Camión <= 3,5 Tm",DUCATO,FIAT,Blanco,C1,8
2015S001002,Taxi,PRIUS,TOYOTA,Desconocido,BTP,10
2015S002268,Turismo,FORTWO,SMART,Negro,B,40
2015S009489,Motocicleta,AGILITY 125,KYMCO,Gris,B,6
2015S007163,Motocicleta,MT 07,YAMAHA,Negro,A2,2
2015S004383,Turismo,LACETTI,CHEVROLET,Gris,B,12
2015S004383,Motocicleta,BURGMAN,SUZUKI,Blanco,B,9
2015S003887,Furgoneta,TRANSIT,FORD,Blanco,B,17
2015S003184,Turismo,AVENSIS,TOYOTA,Negro,B,29
2015S001042,Bicicleta,Desconocido,DECATHLON,Plateado,Desconocido,Desconocido
2015S001449,Turismo,A3,AUDI,Negro,B,22
2015S002886,Turismo,SERIE 3,BMW,Rojo,B,9
2015S009152,Furgoneta,MASTER,RENAULT,Azul,B,13
2015S004527,Autobús,Desconocido,SCANIA,Blanco,D,30
2015S003628,Turismo,MEGANE,RENAULT,Negro,B,18
2015S001121,Furgoneta,TRANSIT,FORD,Blanco,B,18
2015S009349,Motocicleta,SH 300,HONDA,Blanco,A,29
2015S003644,Motocicleta,VS 125 Advance 2,DAELIM,Negro,B,7
2015S006272,Furgoneta,DUCATO,FIAT,Blanco,B,7
2015S007770,Turismo,I 10,HYUNDAI,Blanco,B,23
2015S005061,Motocicleta,G 650,BMW,Negro,A,32
2015S001080,Motocicleta,GSR 600,SUZUKI,Gris,A,7
2015S006918,Turismo,C 180,MERCEDES-BENZ,Gris,B,30
2015S009534,Motocicleta,BURGMAN,SUZUKI,Negro,B,17
2015S004964,Ciclomotor,TWEET 50,PEUGEOT,Negro,Desconocido,Desconocido
2015S007110,Turismo,BERLINGO,CITROEN,Gris,B,1
2015S008287,Turismo,TUCSON,HYUNDAI,Negro,B,6
2015S001888,Turismo,TIGUAN,VOLKSWAGEN,Blanco,B,28
2015S002126,Bicicleta,Desconocido,Desconocido,Rojo,Desconocido,Desconocido
2015S009463,Motocicleta,SCOOPY 100,HONDA,Gris,B,13
2015S005148,Turismo,XSARA PICASSO,CITROEN,Gris,B,19
2015S008484,Furgoneta,COMBO,OPEL,Blanco,B,2
2015S009057,Turismo,INSIGNIA,OPEL,Gris,B,38
2015S003510,Ciclomotor,SH 50,HONDA,Negro,AM,28
2015S003510,Motocicleta,SH 125,HONDA,Gris,A2,48
2015S008768,Motocicleta,Desconocido,TRIUMPH,Blanco,A2,3
2015S002875,Autobús,515,MERCEDES-BENZ,Rojo,D,9
2015S008751,Furgoneta,VITO,MERCEDES-BENZ,Negro,B,0
2015S009740,Turismo,FIORINO,FIAT,Blanco,B,18
2015S000867,Turismo,IBIZA,SEAT,Negro,B,10
2015S005634,Motocicleta,125,VESPA,Blanco,A,5
2015S006609,Furgoneta,Bipper,PEUGEOT,Blanco,B,6
2015S006844,Motocicleta,SH 125,HONDA,Azul,B,33
2015S002330,Taxi,Altea,SEAT,Negro/Amarillo,BTP,2
2015S002096,Furgoneta,JUMPY,CITROEN,Blanco,B,6
2015S002096,Motocicleta,SH 125,HONDA,Negro,B,11
2015S005217,Turismo,E 280,MERCEDES-BENZ,Otros,Desconocido,Desconocido
2015S001057,Motocicleta,LIBERTY 125,PIAGGIO,Negro,B,29
2015S004966,Motocicleta,BURGMAN,SUZUKI,Gris,A,11
2015S009308,Motocicleta,DUKE,KTM,Naranja,A2,1
2015S005944,Turismo,LEON,SEAT,Negro,Desconocido,Desconocido
2015S008705,Turismo,TACUMA,DAEWOO,Gris,B,3
2015S003454,Turismo,TIGUAN,VOLKSWAGEN,Negro,B,23
2015S003996,Turismo,EXEO,SEAT,Gris,B,16
2015S004230,Turismo,RAV - 4,TOYOTA,Gris,B,49
2015S009040,Turismo,206,PEUGEOT,Azul,B,1
2015S007020,Turismo,MEGANE,RENAULT,Azul,B,11
2015S003840,Motocicleta,JF,HONDA,Blanco,B,4
2015S007573,Autobús,Desconocido,IVECO FIAT,Otros,D,11
2015S008427,Turismo,A4,AUDI,Gris,B,5
2015S009945,Ciclomotor,JOG,YAMAHA,Blanco,AM,Desconocido
2015S005708,Taxi,Altea,SEAT,Negro/Amarillo,BTP,4
2015S005708,Bicicleta,Desconocido,Desconocido,Negro,Desconocido,Desconocido
2015S000504,Furgoneta,EXPERT,PEUGEOT,Blanco,B,43
2015S005374,Motocicleta,SCOOPY 100,HONDA,Gris,A2,36
2015S002076,Turismo,GOLF,VOLKSWAGEN,Negro,B,15
2015S009275,Tranvía o tren,Citadis 302,ALSTOM,Blanco,Desconocido,Desconocido
2015S002052,Furgoneta,KANGOO,RENAULT,Amarillo,B,31
2015S009312,Turismo,C 200,MERCEDES-BENZ,Negro,B,2
2015S003240,Motocicleta,Desconocido,YAMAHA,Blanco,B,10
2015S004277,Motocicleta,GT 125,HYOSUNG,Rojo,B,7
2015S006155,Ciclomotor,YN 50,YAMAHA,Negro,AM,8
2015S008369,Motocicleta,SH 125,HONDA,Blanco,B,16
2015S009758,Bicicleta,Desconocido,Desconocido,Negro,Desconocido,Desconocido
2015S005930,Turismo,A3,AUDI,Blanco,B,10
2015S001813,Bicicleta,Desconocido,Desconocido,Verde,Desconocido,Desconocido
2015S009749,Turismo,318,BMW,Gris,B,20
2015S003799,Turismo,323,MAZDA,Gris,B,45
2015S009474,Turismo,LAGUNA,RENAULT,Negro,B,11
2015S000550,Motocicleta,SUPER DINK 125,KYMCO,Blanco,B,8
2015S009670,Turismo,Q5,AUDI,Gris,B,12
2015S009819,Turismo,COROLLA,TOYOTA,Gris,B,29
2015S005780,"Camión <= 3,5 Tm",Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2015S005780,Autobús,SC7,SUNSUNDEGUI,Blanco,Desconocido,Desconocido
2015S004644,Turismo,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2015S005376,Turismo,COROLLA,TOYOTA,Negro,B,48
2015S009321,Turismo,C4,CITROEN,Negro,B,18
2015S006999,Turismo,GOLF,VOLKSWAGEN,Gris,B,32
2015S001704,Motocicleta,WW125EX2,HONDA,Negro,B,23
2015S004422,Motocicleta,SH 125,HONDA,Negro,B,18
2015S002681,Turismo,IBIZA,SEAT,Rojo,B,27
2015S008187,Furgoneta,BERLINGO,CITROEN,Gris,B,2
2015S001718,Autobús,Desconocido,SETRA,Otros,D,4
2015S005686,Motocicleta,XL 1200,HARLEY DAVIDSON,Negro,A,6
2015S007732,Motocicleta,Desconocido,YAMAHA,Azul,A2,4
2015S008168,Turismo,ML 320,MERCEDES-BENZ,Negro,B,16
2015S003793,Turismo,407,PEUGEOT,Gris,B,33
2015S006142,Turismo,Cdi,SMART,Blanco,BTP,13
2015S002507,Turismo,CELICA,TOYOTA,Blanco,B,38
2015S003997,Motocicleta,SH 125,HONDA,Negro,B,14
2015S004303,Turismo,IBIZA,SEAT,Gris,B,14
2015S003399,Bicicleta,Desconocido,Desconocido,Negro,Desconocido,Desconocido
2015S005073,Bicicleta,Desconocido,Desconocido,Otros,Desconocido,Desconocido
2015S001306,Motocicleta,BANDIT,SUZUKI,Azul,A,24
2015S000657,Turismo,YARIS,TOYOTA,Blanco,Desconocido,Desconocido
2015S000657,Taxi,OCTAVIA,SKODA,Negro/Amarillo,BTP,3
2015S003115,Motocicleta,UH 200,SUZUKI,Negro,A,19
2015S002933,Turismo,IBIZA,SEAT,Negro,B,10
2015S005220,Turismo,EVOQUE,LAND ROVER,Blanco,B,4
2015S008044,Turismo,OCTAVIA,SKODA,Gris,B,13
2015S002471,Turismo,PASSAT,VOLKSWAGEN,Negro,B,7
2015S000244,Turismo,MEGANE,RENAULT,Blanco,B,55
2015S000244,Motocicleta,M 620 DARK,DUCATI,Negro,A,22
2015S010006,Turismo,BALENO,SUZUKI,Blanco,B,7
2015S006335,Turismo,207,PEUGEOT,Rojo,B,12
2015S007993,Motocicleta,GRAND DINK,KYMCO,Blanco,B,33
2015S009728,Ciclomotor,SFX 50,HONDA,Gris,AM,15
2015S003411,Turismo,X3,BMW,Desconocido,B,5
2015S000684,Taxi,PRIUS,TOYOTA,Amarillo,BTP,29
2015S006353,Turismo,XSARA,CITROEN,Verde,B,6
2015S009070,Turismo,A 180,MERCEDES-BENZ,Gris,B,Desconocido
2015S009070,Ciclomotor,JET 50,SYM,Negro,AM,13
2015S000366,Turismo,C4,CITROEN,Azul,B,31
2015S003105,Turismo,SCENIC,RENAULT,granate,B,Desconocido
2015S007547,Turismo,FR-V,HONDA,Gris,B,21
2015S002432,Motocicleta,SCV100,HONDA,Rojo,A2,2
2015S000974,Turismo,XSARA PICASSO,CITROEN,Gris,B,34
2015S004815,Taxi,ULYSSE,FIAT,Negro/Amarillo,BTP,9
2015S004563,Turismo,XSARA PICASSO,CITROEN,Gris,B,12
2015S004939,Ciclomotor,TZR 50,YAMAHA,Azul,B,1
2015S005508,"Camión <= 3,5 Tm",413 CDI,MERCEDES-BENZ,Blanco,B,13
2015S005161,Turismo,C3,CITROEN,Gris,B,9
2015S006520,Turismo,190,MERCEDES-BENZ,Gris,B,40
2015S005449,Motocicleta,HD 125,SYM,Gris,B,34
2015S004444,Turismo,CORSA,OPEL,Gris,B,21
2015S009046,Motocicleta,NXC 125,YAMAHA,Negro,A,4
2015S007260,Motocicleta,SUPER DINK 125,KYMCO,Gris,A,43
2015S002572,Taxi,OCTAVIA,SKODA,Otros,BTP,2
2015S000201,Motocicleta,Sport City,APRILIA,Gris,A1,5
2015S002407,"Camión <= 3,5 Tm",ATLEON 110,NISSAN,Blanco,B,11
2015S005628,Turismo,PIXO,NISSAN,Rojo,B,4
2015S005628,Furgoneta,TRANSIT,FORD,Blanco,B,32
2015S006126,Turismo,500,FIAT,Blanco,B,26
2015S004412,Autobús,Desconocido,MERCEDES-BENZ,Rojo,D,18
2015S000960,Motocicleta,Dylan 125,HONDA,Gris,A2,4
2015S000297,Turismo,S60,VOLVO,Negro,B,27
2015S009368,Turismo,TRANSIT,FORD,Rojo,B,33
2015S009574,Turismo,AURIS,TOYOTA,Blanco,B,8
2015S003354,Turismo,FOCUS,FORD,Gris,B,26
2015S007457,Motocicleta,SH 125,HONDA,Negro,B,25
2015S004674,Turismo,FORTWO,SMART,Blanco,B,0
2015S002078,Motocicleta,LIBERTY 125,PIAGGIO,Rojo,Desconocido,Desconocido
2015S004730,Taxi,Altea,SEAT,Negro/Amarillo,BTP,8
2015S009487,Turismo,OUTLANDER,MITSUBISHI,Negro,B,16
2015S005421,Turismo,CORSA,OPEL,Blanco,B,21
2015S003071,Furgoneta,CRAFTER,VOLKSWAGEN,Blanco,B,33
2015S008593,Motocicleta,Dylan 125,HONDA,Gris,B,22
2015S004386,Turismo,IX20,HYUNDAI,Rojo,B,38
2015S002850,Motocicleta,XT 660,YAMAHA,Negro,A,22
2015S001412,Taxi,OCTAVIA,SKODA,Otros,BTP,Desconocido
2015S003154,Motocicleta,SIXTEEN,SUZUKI,Marrón,B,15
2015S000733,Turismo,IBIZA,SEAT,Negro,B,13
2015S001478,Motocicleta,SUPER DINK 300,KYMCO,Negro,A,18
2015S003006,Bicicleta,Desconocido,BTWIN,Negro,Desconocido,Desconocido
2015S007188,Turismo,206,PEUGEOT,Negro,Desconocido,Desconocido
2015S005702,Turismo,307,PEUGEOT,Gris,B,36
2015S003991,Motocicleta,SH 125,HONDA,Gris,B,28
2015S003991,Taxi,PRIUS,TOYOTA,Negro/Amarillo,B,6
2015S006074,Turismo,ALMERA,NISSAN,Blanco,Desconocido,Desconocido
2015S006074,Turismo,COLT,MITSUBISHI,Gris,Desconocido,Desconocido
2015S006384,Motocicleta,SH 125,HONDA,Azul,B,11
2015S006339,Ciclomotor,PEOPLE 50,KYMCO,Negro,AM,30
2015S002141,Ciclomotor,SONIC 50,APRILIA,Blanco,B,11
2015S002139,Taxi,Altea,SEAT,Negro/Amarillo,BTP,7
2015S007218,Furgoneta,PRIMASTAR,NISSAN,Gris,Desconocido,Desconocido
